都道府県,年,月,日,日照時間_h
神奈川県,2024,7,2,5.3
神奈川県,2024,7,3,6.4
神奈川県,2024,7,4,11.3
神奈川県,2024,7,5,13.3
神奈川県,2024,7,6,8.4
神奈川県,2024,7,7,12.0
神奈川県,2024,7,8,11.2
神奈川県,2024,7,9,6.0
神奈川県,2024,7,10,6.0
神奈川県,2024,8,1,10.7
神奈川県,2024,8,2,9.1
神奈川県,2024,8,3,12.7
神奈川県,2024,8,4,11.0
神奈川県,2024,8,5,8.5
神奈川県,2024,8,6,4.3
神奈川県,2024,8,7,7.8
神奈川県,2024,8,8,7.9
神奈川県,2024,8,9,8.1
神奈川県,2024,8,10,8.1
神奈川県,2024,9,1,0.1
神奈川県,2024,9,2,10.5
神奈川県,2024,9,3,0.0
神奈川県,2024,9,4,7.5
神奈川県,2024,9,5,11.3
神奈川県,2024,9,6,10.9
神奈川県,2024,9,7,10.8
神奈川県,2024,9,8,9.9
神奈川県,2024,9,9,10.6
神奈川県,2024,9,10,10.6
神奈川県,2024,10,1,3.3
神奈川県,2024,10,2,9.6
神奈川県,2024,10,3,0.2
神奈川県,2024,10,4,4.2
神奈川県,2024,10,5,0.0
神奈川県,2024,10,6,0.5
神奈川県,2024,10,7,7.8
神奈川県,2024,10,8,0.0
神奈川県,2024,10,9,0.0
神奈川県,2024,10,10,1.4
神奈川県,2024,11,1,2.4
神奈川県,2024,11,2,0.0
神奈川県,2024,11,3,10.2
神奈川県,2024,11,4,9.8
神奈川県,2024,11,5,1.4
神奈川県,2024,11,6,1.7
神奈川県,2024,11,7,9.7
神奈川県,2024,11,8,8.6
神奈川県,2024,11,9,4.2
神奈川県,2024,11,10,0.3
神奈川県,2024,12,1,9.7
神奈川県,2024,12,2,8.3
神奈川県,2024,12,3,9.5
神奈川県,2024,12,4,9.2
神奈川県,2024,12,5,6.1
神奈川県,2024,12,6,9.5
神奈川県,2024,12,7,8.7
神奈川県,2024,12,8,7.8
神奈川県,2024,12,9,9.6
神奈川県,2024,12,10,9.4
新潟県,2024,1,1,0.4
新潟県,2024,1,2,2.3
新潟県,2024,1,3,0.0
新潟県,2024,1,4,4.6
新潟県,2024,1,5,6.8
新潟県,2024,1,6,0.1
新潟県,2024,1,7,0.0
新潟県,2024,1,8,3.7
新潟県,2024,1,9,2.2
新潟県,2024,1,10,0.0
新潟県,2024,2,1,0.0
新潟県,2024,2,2,0.0
新潟県,2024,2,3,3.6
新潟県,2024,2,4,1.7
新潟県,2024,2,5,0.0
新潟県,2024,2,6,0.0
新潟県,2024,2,7,2.1
新潟県,2024,2,8,0.1
新潟県,2024,2,9,0.5
新潟県,2024,2,10,4.9
新潟県,2024,3,1,1.1
新潟県,2024,3,2,4.1
新潟県,2024,3,3,0.4
新潟県,2024,3,4,0.8
新潟県,2024,3,5,1.3
新潟県,2024,3,6,0.0
新潟県,2024,3,7,4.4
新潟県,2024,3,8,5.3
新潟県,2024,3,9,3.0
新潟県,2024,3,10,2.8
新潟県,2024,4,1,7.1
新潟県,2024,4,2,6.7
新潟県,2024,4,3,0.0
新潟県,2024,4,4,1.5
新潟県,2024,4,5,10.0
新潟県,2024,4,6,11.4
新潟県,2024,4,7,11.8
新潟県,2024,4,8,8.6
新潟県,2024,4,9,0.0
新潟県,2024,4,10,12.1
新潟県,2024,5,1,0.1
新潟県,2024,5,2,11.5
新潟県,2024,5,3,13.1
新潟県,2024,5,4,12.9
新潟県,2024,5,5,12.7
新潟県,2024,5,6,0.3
新潟県,2024,5,7,0.0
新潟県,2024,5,8,0.1
新潟県,2024,5,9,6.7
新潟県,2024,5,10,12.7
新潟県,2024,6,1,10.3
新潟県,2024,6,2,0.5
新潟県,2024,6,3,12.3
新潟県,2024,6,4,9.5
新潟県,2024,6,5,6.0
新潟県,2024,6,6,9.8
新潟県,2024,6,7,8.2
新潟県,2024,6,8,12.6
新潟県,2024,6,9,1.7
新潟県,2024,6,10,5.0
新潟県,2024,7,1,0.6
新潟県,2024,7,2,0.1
新潟県,2024,7,3,0.2
新潟県,2024,7,4,7.3
新潟県,2024,7,5,5.6
新潟県,2024,7,6,0.2
新潟県,2024,7,7,4.7
新潟県,2024,7,8,0.0
新潟県,2024,7,9,0.3
新潟県,2024,7,10,0.0
新潟県,2024,8,1,7.7
新潟県,2024,8,2,12.7
新潟県,2024,8,3,9.0
新潟県,2024,8,4,11.4
新潟県,2024,8,5,6.1
新潟県,2024,8,6,0.4
新潟県,2024,8,7,4.4
新潟県,2024,8,8,8.6
新潟県,2024,8,9,9.7
新潟県,2024,8,10,7.3
新潟県,2024,9,1,8.6
新潟県,2024,9,2,0.8
新潟県,2024,9,3,0.9
新潟県,2024,9,4,12.1
新潟県,2024,9,5,11.4
新潟県,2024,9,6,2.3
新潟県,2024,9,7,0.1
新潟県,2024,9,8,3.7
新潟県,2024,9,9,4.2
新潟県,2024,9,10,11.9
新潟県,2024,10,1,11.2
新潟県,2024,10,2,5.6
新潟県,2024,10,3,0.5
新潟県,2024,10,4,0.0
新潟県,2024,10,5,4.0
新潟県,2024,10,6,5.8
新潟県,2024,10,7,0.0
新潟県,2024,10,8,0.0
新潟県,2024,10,9,2.1
新潟県,2024,10,10,8.7
新潟県,2024,11,1,4.1
新潟県,2024,11,2,0.0
新潟県,2024,11,3,7.6
新潟県,2024,11,4,9.8
新潟県,2024,11,5,2.4
新潟県,2024,11,6,3.5
新潟県,2024,11,7,1.4
新潟県,2024,11,8,7.9
新潟県,2024,11,9,5.4
新潟県,2024,11,10,9.3
新潟県,2024,12,1,0.0
新潟県,2024,12,2,6.7
新潟県,2024,12,3,0.4
新潟県,2024,12,4,0.8
新潟県,2024,12,5,0.5
新潟県,2024,12,6,0.0
新潟県,2024,12,7,0.0
新潟県,2024,12,8,0.4
新潟県,2024,12,9,0.1
新潟県,2024,12,10,5.2
富山県,2024,1,1,0.9
富山県,2024,1,2,6.8
富山県,2024,1,3,0.0
富山県,2024,1,4,3.4
富山県,2024,1,5,8.5
富山県,2024,1,6,0.0
富山県,2024,1,7,0.9
富山県,2024,1,8,0.6
富山県,2024,1,9,3.8
富山県,2024,1,10,0.0
富山県,2024,2,1,0.0
富山県,2024,2,2,0.9
富山県,2024,2,3,7.8
富山県,2024,2,4,2.3
富山県,2024,2,5,0.0
富山県,2024,2,6,2.1
富山県,2024,2,7,4.3
富山県,2024,2,8,2.3
富山県,2024,2,9,3.6
富山県,2024,2,10,1.5
富山県,2024,3,1,1.7
富山県,2024,3,2,2.7
富山県,2024,3,3,1.8
富山県,2024,3,4,3.3
富山県,2024,3,5,0.1
富山県,2024,3,6,0.0
富山県,2024,3,7,5.5
富山県,2024,3,8,4.3
富山県,2024,3,9,2.4
富山県,2024,3,10,3.9
富山県,2024,4,1,6.4
富山県,2024,4,2,0.6
富山県,2024,4,3,0.0
富山県,2024,4,4,3.4
富山県,2024,4,5,6.8
富山県,2024,4,6,9.3
富山県,2024,4,7,11.3
富山県,2024,4,8,4.6
富山県,2024,4,9,0.0
富山県,2024,4,10,12.1
富山県,2024,5,1,0.0
富山県,2024,5,2,11.2
富山県,2024,5,3,12.9
富山県,2024,5,4,12.9
富山県,2024,5,5,12.9
富山県,2024,5,6,1.0
富山県,2024,5,7,0.3
富山県,2024,5,8,0.0
富山県,2024,5,9,7.8
富山県,2024,5,10,13.2
富山県,2024,6,1,13.1
富山県,2024,6,2,0.8
富山県,2024,6,3,4.2
富山県,2024,6,4,6.2
富山県,2024,6,5,8.1
富山県,2024,6,6,5.5
富山県,2024,6,7,10.2
富山県,2024,6,8,11.0
富山県,2024,6,9,0.3
富山県,2024,6,10,6.0
富山県,2024,7,1,0.5
富山県,2024,7,2,2.8
富山県,2024,7,3,6.1
富山県,2024,7,4,8.9
富山県,2024,7,5,7.6
富山県,2024,7,6,2.4
富山県,2024,7,7,10.9
富山県,2024,7,8,0.2
富山県,2024,7,9,0.0
富山県,2024,7,10,0.0
富山県,2024,8,1,13.2
富山県,2024,8,2,13.4
富山県,2024,8,3,12.0
富山県,2024,8,4,6.4
富山県,2024,8,5,7.0
富山県,2024,8,6,7.1
富山県,2024,8,7,5.3
富山県,2024,8,8,6.8
富山県,2024,8,9,12.4
富山県,2024,8,10,10.7
富山県,2024,9,1,6.0
富山県,2024,9,2,0.0
富山県,2024,9,3,1.3
富山県,2024,9,4,11.6
富山県,2024,9,5,7.9
富山県,2024,9,6,10.8
富山県,2024,9,7,0.9
富山県,2024,9,8,1.2
富山県,2024,9,9,6.8
富山県,2024,9,10,11.8
富山県,2024,10,1,10.4
富山県,2024,10,2,3.3
富山県,2024,10,3,0.0
富山県,2024,10,4,0.0
富山県,2024,10,5,0.7
富山県,2024,10,6,3.1
富山県,2024,10,7,0.3
富山県,2024,10,8,0.0
富山県,2024,10,9,7.2
富山県,2024,10,10,7.2
富山県,2024,11,1,1.5
富山県,2024,11,2,0.0
富山県,2024,11,3,9.4
富山県,2024,11,4,9.6
富山県,2024,11,5,2.4
富山県,2024,11,6,5.4
富山県,2024,11,7,1.7
富山県,2024,11,8,9.8
富山県,2024,11,9,9.8
富山県,2024,11,10,8.3
富山県,2024,12,1,0.2
富山県,2024,12,2,7.4
富山県,2024,12,3,0.2
富山県,2024,12,4,0.8
富山県,2024,12,5,0.5
富山県,2024,12,6,0.0
富山県,2024,12,7,0.0
富山県,2024,12,8,0.0
富山県,2024,12,9,0.0
富山県,2024,12,10,5.0
石川県,2024,1,1,3.5
石川県,2024,1,2,9.2
石川県,2024,1,3,0.0
石川県,2024,1,4,7.6
石川県,2024,1,5,8.0
石川県,2024,1,6,0.4
石川県,2024,1,7,0.6
石川県,2024,1,8,0.9
石川県,2024,1,9,4.4
石川県,2024,1,10,0.0
石川県,2024,2,1,0.0
石川県,2024,2,2,0.2
石川県,2024,2,3,5.4
石川県,2024,2,4,3.0
石川県,2024,2,5,0.0
石川県,2024,2,6,2.8
石川県,2024,2,7,2.5
石川県,2024,2,8,0.0
石川県,2024,2,9,5.7
石川県,2024,2,10,0.9
石川県,2024,3,1,1.2
石川県,2024,3,2,2.7
石川県,2024,3,3,2.8
石川県,2024,3,4,4.6
石川県,2024,3,5,0.0
石川県,2024,3,6,0.0
石川県,2024,3,7,2.2
石川県,2024,3,8,3.0
石川県,2024,3,9,4.6
石川県,2024,3,10,2.2
石川県,2024,4,1,7.5
石川県,2024,4,2,6.9
石川県,2024,4,3,0.0
石川県,2024,4,4,1.8
石川県,2024,4,5,10.0
石川県,2024,4,6,9.7
石川県,2024,4,7,11.4
石川県,2024,4,8,6.1
石川県,2024,4,9,0.0
石川県,2024,4,10,12.0
石川県,2024,5,1,0.0
石川県,2024,5,2,10.6
石川県,2024,5,3,12.9
石川県,2024,5,4,12.8
石川県,2024,5,5,12.3
石川県,2024,5,6,0.7
石川県,2024,5,7,0.2
石川県,2024,5,8,0.0
石川県,2024,5,9,8.6
石川県,2024,5,10,12.9
石川県,2024,6,1,9.9
石川県,2024,6,2,2.3
石川県,2024,6,3,11.6
石川県,2024,6,4,5.4
石川県,2024,6,5,11.5
石川県,2024,6,6,5.2
石川県,2024,6,7,11.0
石川県,2024,6,8,10.8
石川県,2024,6,9,0.2
石川県,2024,6,10,7.9
石川県,2024,7,1,0.4
石川県,2024,7,2,1.4
石川県,2024,7,3,8.4
石川県,2024,7,4,8.3
石川県,2024,7,5,9.1
石川県,2024,7,6,3.6
石川県,2024,7,7,11.2
石川県,2024,7,8,0.1
石川県,2024,7,9,0.1
石川県,2024,7,10,0.0
石川県,2024,8,1,13.4
石川県,2024,8,2,13.6
石川県,2024,8,3,12.9
石川県,2024,8,4,8.5
石川県,2024,8,5,9.0
石川県,2024,8,6,7.4
石川県,2024,8,7,5.4
石川県,2024,8,8,6.8
石川県,2024,8,9,11.5
石川県,2024,8,10,4.7
石川県,2024,9,1,4.2
石川県,2024,9,2,0.3
石川県,2024,9,3,2.9
石川県,2024,9,5,11.2
石川県,2024,9,6,11.5
石川県,2024,9,7,7.1
石川県,2024,9,8,5.1
石川県,2024,9,9,11.7
石川県,2024,9,10,11.7
石川県,2024,10,1,10.9
石川県,2024,10,2,3.1
石川県,2024,10,3,0.0
石川県,2024,10,4,0.0
石川県,2024,10,5,1.7
石川県,2024,10,6,1.8
石川県,2024,10,7,0.2
石川県,2024,10,8,0.0
石川県,2024,10,9,6.6
石川県,2024,10,10,8.2
石川県,2024,11,1,1.5
石川県,2024,11,2,0.0
石川県,2024,11,3,9.6
石川県,2024,11,4,8.6
石川県,2024,11,5,1.4
石川県,2024,11,6,5.6
石川県,2024,11,7,0.1
石川県,2024,11,8,10.0
石川県,2024,11,9,9.9
石川県,2024,11,10,8.2
石川県,2024,12,1,0.7
石川県,2024,12,2,6.8
石川県,2024,12,3,0.0
石川県,2024,12,4,0.7
石川県,2024,12,5,0.6
石川県,2024,12,6,0.0
石川県,2024,12,7,0.0
石川県,2024,12,8,0.4
石川県,2024,12,9,0.1
石川県,2024,12,10,4.9
福井県,2024,1,1,4.8
福井県,2024,1,2,9.2
福井県,2024,1,3,0.0
福井県,2024,1,4,5.9
福井県,2024,1,5,6.8
福井県,2024,1,6,0.3
福井県,2024,1,7,0.5
福井県,2024,1,8,2.6
福井県,2024,1,9,2.7
福井県,2024,1,10,1.5
福井県,2024,2,1,0.0
福井県,2024,2,2,0.7
福井県,2024,2,3,4.4
福井県,2024,2,4,8.3
福井県,2024,2,5,0.0
福井県,2024,2,6,1.1
福井県,2024,2,7,5.1
福井県,2024,2,8,0.1
福井県,2024,2,9,9.6
福井県,2024,2,10,1.1
福井県,2024,3,1,2.3
福井県,2024,3,2,3.1
福井県,2024,3,3,4.1
福井県,2024,3,4,1.1
福井県,2024,3,5,0.0
福井県,2024,3,6,0.8
福井県,2024,3,7,5.1
福井県,2024,3,8,2.6
福井県,2024,3,9,1.4
福井県,2024,3,10,2.7
福井県,2024,4,1,8.9
福井県,2024,4,2,9.2
福井県,2024,4,3,0.0
福井県,2024,4,4,4.4
福井県,2024,4,5,5.6
福井県,2024,4,6,7.2
福井県,2024,4,7,10.9
福井県,2024,4,8,2.5
福井県,2024,4,9,0.4
福井県,2024,4,10,11.8
福井県,2024,5,1,0.0
福井県,2024,5,2,10.4
福井県,2024,5,3,13.1
福井県,2024,5,4,12.9
福井県,2024,5,5,12.6
福井県,2024,5,6,0.4
福井県,2024,5,7,0.2
福井県,2024,5,8,0.8
福井県,2024,5,9,7.4
福井県,2024,5,10,12.6
福井県,2024,6,1,4.5
福井県,2024,6,2,4.1
福井県,2024,6,3,6.6
福井県,2024,6,4,8.5
福井県,2024,6,5,11.0
福井県,2024,6,6,4.3
福井県,2024,6,7,9.5
福井県,2024,6,8,11.1
福井県,2024,6,9,1.1
福井県,2024,6,10,8.1
福井県,2024,7,1,0.2
福井県,2024,7,2,1.0
福井県,2024,7,3,2.8
福井県,2024,7,4,3.3
福井県,2024,7,5,10.0
福井県,2024,7,6,2.9
福井県,2024,7,7,12.4
福井県,2024,7,8,0.8
福井県,2024,7,9,0.0
福井県,2024,7,10,0.0
福井県,2024,8,1,13.3
福井県,2024,8,2,13.2
福井県,2024,8,3,11.2
福井県,2024,8,4,5.5
福井県,2024,8,5,9.8
福井県,2024,8,6,10.0
福井県,2024,8,7,7.7
福井県,2024,8,8,10.0
福井県,2024,8,9,11.9
福井県,2024,8,10,11.2
福井県,2024,9,1,2.0
福井県,2024,9,2,2.1
福井県,2024,9,3,5.1
福井県,2024,9,4,11.8
福井県,2024,9,5,11.6
福井県,2024,9,6,11.2
福井県,2024,9,7,4.6
福井県,2024,9,8,5.8
福井県,2024,9,9,10.8
福井県,2024,9,10,8.9
福井県,2024,10,1,8.6
福井県,2024,10,2,3.8
福井県,2024,10,3,0.0
福井県,2024,10,4,0.0
福井県,2024,10,5,0.5
福井県,2024,10,6,9.2
福井県,2024,10,7,0.0
福井県,2024,10,8,0.0
福井県,2024,10,9,9.5
福井県,2024,10,10,9.3
福井県,2024,11,1,0.8
福井県,2024,11,2,0.2
福井県,2024,11,3,10.0
福井県,2024,11,4,8.2
福井県,2024,11,5,0.8
福井県,2024,11,6,5.8
福井県,2024,11,7,1.0
福井県,2024,11,8,10.0
福井県,2024,11,9,10.0
福井県,2024,11,10,7.1
福井県,2024,12,1,0.4
福井県,2024,12,2,8.8
福井県,2024,12,3,2.8
福井県,2024,12,4,0.5
福井県,2024,12,5,0.6
福井県,2024,12,6,0.3
福井県,2024,12,7,0.1
福井県,2024,12,8,0.6
福井県,2024,12,9,0.4
福井県,2024,12,10,2.4
山梨県,2024,1,1,9.0
山梨県,2024,1,2,3.5
山梨県,2024,1,3,0.8
山梨県,2024,1,4,7.0
山梨県,2024,1,5,9.0
山梨県,2024,1,6,9.0
山梨県,2024,1,7,8.9
山梨県,2024,1,8,9.0
山梨県,2024,1,9,9.0
山梨県,2024,1,10,6.0
山梨県,2024,2,1,8.3
山梨県,2024,2,2,1.3
山梨県,2024,2,3,9.0
山梨県,2024,2,4,0.2
山梨県,2024,2,5,0.0
山梨県,2024,2,6,0.0
山梨県,2024,2,7,9.7
山梨県,2024,2,8,9.3
山梨県,2024,2,9,6.5
山梨県,2024,2,10,9.7
山梨県,2024,3,1,8.1
山梨県,2024,3,2,10.1
山梨県,2024,3,3,10.6
山梨県,2024,3,4,10.7
山梨県,2024,3,5,0.1
山梨県,2024,3,6,0.2
山梨県,2024,3,7,0.0
山梨県,2024,3,8,8.7
山梨県,2024,3,9,9.8
山梨県,2024,3,10,11.1
山梨県,2024,4,1,8.9
山梨県,2024,4,2,10.3
山梨県,2024,4,3,0.0
山梨県,2024,4,4,2.8
山梨県,2024,4,5,0.0
山梨県,2024,4,6,7.8
山梨県,2024,4,7,10.3
山梨県,2024,4,8,4.8
山梨県,2024,4,9,0.3
山梨県,2024,4,10,11.3
山梨県,2024,5,1,0.0
山梨県,2024,5,2,6.8
山梨県,2024,5,3,11.6
山梨県,2024,5,4,12.7
山梨県,2024,5,5,12.7
山梨県,2024,5,6,1.1
山梨県,2024,5,7,0.1
山梨県,2024,5,8,5.3
山梨県,2024,5,9,6.3
山梨県,2024,5,10,12.9
山梨県,2024,6,1,7.6
山梨県,2024,6,2,1.8
山梨県,2024,6,3,6.9
山梨県,2024,6,4,7.6
山梨県,2024,6,5,13.0
山梨県,2024,6,6,4.2
山梨県,2024,6,7,5.9
山梨県,2024,6,8,11.6
山梨県,2024,6,9,0.6
山梨県,2024,6,10,8.7
山梨県,2024,7,1,0.0
山梨県,2024,7,2,5.3
山梨県,2024,7,3,4.4
山梨県,2024,7,4,7.0
山梨県,2024,7,5,12.8
山梨県,2024,7,6,3.0
山梨県,2024,7,7,12.4
山梨県,2024,7,8,0.8
山梨県,2024,7,9,0.7
山梨県,2024,7,10,0.0
山梨県,2024,8,1,12.9
山梨県,2024,8,2,9.9
山梨県,2024,8,3,9.3
山梨県,2024,8,4,6.8
山梨県,2024,8,5,5.3
山梨県,2024,8,6,5.6
山梨県,2024,8,7,5.7
山梨県,2024,8,8,8.4
山梨県,2024,8,9,6.8
山梨県,2024,8,10,8.8
山梨県,2024,9,1,2.6
山梨県,2024,9,2,9.0
山梨県,2024,9,3,4.5
山梨県,2024,9,4,8.2
山梨県,2024,9,5,9.8
山梨県,2024,9,6,9.3
山梨県,2024,9,7,10.2
山梨県,2024,9,8,7.8
山梨県,2024,9,9,8.8
山梨県,2024,9,10,9.6
山梨県,2024,10,1,10.5
山梨県,2024,10,2,9.1
山梨県,2024,10,3,4.3
山梨県,2024,10,4,0.4
山梨県,2024,10,5,0.2
山梨県,2024,10,6,1.4
山梨県,2024,10,7,3.2
山梨県,2024,10,8,0.0
山梨県,2024,10,9,2.1
山梨県,2024,10,10,7.5
山梨県,2024,11,1,2.4
山梨県,2024,11,2,0.0
山梨県,2024,11,3,9.2
山梨県,2024,11,4,8.6
山梨県,2024,11,5,3.5
山梨県,2024,11,7,9.7
山梨県,2024,11,8,6.5
山梨県,2024,11,9,9.6
山梨県,2024,11,10,0.3
山梨県,2024,12,1,9.1
山梨県,2024,12,2,9.1
山梨県,2024,12,3,8.9
山梨県,2024,12,4,8.8
山梨県,2024,12,5,8.3
山梨県,2024,12,6,8.4
山梨県,2024,12,7,7.5
山梨県,2024,12,8,6.9
山梨県,2024,12,9,9.0
山梨県,2024,12,10,9.0
長野県,2024,1,1,3.4
長野県,2024,1,2,8.5
長野県,2024,1,3,2.1
長野県,2024,1,4,2.6
長野県,2024,1,5,8.2
長野県,2024,1,6,7.3
長野県,2024,1,7,4.1
長野県,2024,1,8,5.4
長野県,2024,1,9,8.8
長野県,2024,1,10,0.5
長野県,2024,2,1,2.5
長野県,2024,2,2,0.1
長野県,2024,2,3,5.6
長野県,2024,2,4,0.0
長野県,2024,2,5,0.0
長野県,2024,2,6,1.8
長野県,2024,2,7,4.6
長野県,2024,2,8,5.9
長野県,2024,2,9,4.5
長野県,2024,2,10,8.6
長野県,2024,3,1,2.9
長野県,2024,3,2,3.5
長野県,2024,3,3,7.2
長野県,2024,3,4,4.7
長野県,2024,3,5,0.2
長野県,2024,3,6,0.0
長野県,2024,3,7,2.9
長野県,2024,3,8,6.9
長野県,2024,3,9,3.0
長野県,2024,3,10,3.8
長野県,2024,4,1,7.7
長野県,2024,4,2,7.1
長野県,2024,4,3,0.0
長野県,2024,4,4,4.4
長野県,2024,4,5,0.1
長野県,2024,4,6,8.2
長野県,2024,4,7,11.7
長野県,2024,4,8,5.4
長野県,2024,4,9,0.0
長野県,2024,4,10,12.0
長野県,2024,5,1,0.0
長野県,2024,5,2,12.2
長野県,2024,5,3,12.6
長野県,2024,5,4,12.6
長野県,2024,5,5,12.6
長野県,2024,5,6,1.1
長野県,2024,5,7,0.6
長野県,2024,5,8,0.4
長野県,2024,5,9,7.6
長野県,2024,5,10,12.7
長野県,2024,6,1,10.3
長野県,2024,6,2,0.6
長野県,2024,6,3,6.1
長野県,2024,6,4,8.6
長野県,2024,6,5,10.3
長野県,2024,6,6,7.4
長野県,2024,6,7,10.4
長野県,2024,6,8,11.4
長野県,2024,6,9,0.8
長野県,2024,6,10,6.7
長野県,2024,7,1,1.3
長野県,2024,7,2,6.1
長野県,2024,7,3,6.1
長野県,2024,7,4,10.4
長野県,2024,7,5,8.5
長野県,2024,7,6,0.8
長野県,2024,7,7,10.2
長野県,2024,7,8,0.2
長野県,2024,7,9,0.2
長野県,2024,7,10,0.1
長野県,2024,8,1,9.5
長野県,2024,8,2,12.8
長野県,2024,8,3,11.9
長野県,2024,8,4,7.5
長野県,2024,8,5,8.2
長野県,2024,8,6,4.3
長野県,2024,8,7,4.6
長野県,2024,8,8,7.5
長野県,2024,8,9,9.3
長野県,2024,8,10,10.5
長野県,2024,9,1,8.2
長野県,2024,9,2,2.2
長野県,2024,9,3,0.4
長野県,2024,9,4,9.3
長野県,2024,9,5,9.7
長野県,2024,9,6,8.8
長野県,2024,9,7,9.7
長野県,2024,9,8,4.3
長野県,2024,9,9,6.7
長野県,2024,9,10,10.5
長野県,2024,10,1,10.2
長野県,2024,10,2,9.5
長野県,2024,10,3,0.0
長野県,2024,10,4,0.0
長野県,2024,10,5,0.3
長野県,2024,10,6,5.6
長野県,2024,10,7,3.2
長野県,2024,10,8,0.0
長野県,2024,10,9,2.7
長野県,2024,10,10,6.8
長野県,2024,11,1,2.2
長野県,2024,11,2,0.0
長野県,2024,11,3,5.1
長野県,2024,11,4,9.6
長野県,2024,11,5,1.4
長野県,2024,11,6,3.4
長野県,2024,11,7,3.5
長野県,2024,11,8,8.9
長野県,2024,11,9,5.3
長野県,2024,11,10,9.1
長野県,2024,12,1,6.4
長野県,2024,12,2,8.3
長野県,2024,12,3,7.3
長野県,2024,12,4,4.7
長野県,2024,12,5,8.3
長野県,2024,12,6,0.7
長野県,2024,12,7,0.0
長野県,2024,12,8,0.1
長野県,2024,12,9,8.0
長野県,2024,12,10,7.3
岐阜県,2024,1,1,9.5
岐阜県,2024,1,2,7.4
岐阜県,2024,1,3,0.9
岐阜県,2024,1,4,8.7
岐阜県,2024,1,5,9.5
岐阜県,2024,1,6,2.9
岐阜県,2024,1,7,4.8
岐阜県,2024,1,8,8.4
岐阜県,2024,1,9,6.9
岐阜県,2024,1,10,2.0
岐阜県,2024,2,1,3.9
岐阜県,2024,2,2,6.6
岐阜県,2024,2,3,7.9
岐阜県,2024,2,4,8.5
岐阜県,2024,2,5,0.0
岐阜県,2024,2,6,4.9
岐阜県,2024,2,7,7.8
岐阜県,2024,2,8,9.6
岐阜県,2024,2,9,8.7
岐阜県,2024,2,10,7.1
岐阜県,2024,3,1,7.8
岐阜県,2024,3,2,7.1
岐阜県,2024,3,3,9.4
岐阜県,2024,3,4,5.0
岐阜県,2024,3,5,0.0
岐阜県,2024,3,6,1.9
