都道府県,年,月,日,日照時間_h
岐阜県,2024,3,7,10.2
岐阜県,2024,3,8,7.8
岐阜県,2024,3,9,8.6
岐阜県,2024,3,10,11.2
岐阜県,2024,4,1,11.7
岐阜県,2024,4,2,9.0
岐阜県,2024,4,3,0.0
岐阜県,2024,4,4,8.0
岐阜県,2024,4,5,2.1
岐阜県,2024,4,6,7.4
岐阜県,2024,4,7,10.1
岐阜県,2024,4,8,0.9
岐阜県,2024,4,9,6.5
岐阜県,2024,4,10,10.7
岐阜県,2024,5,1,0.0
岐阜県,2024,5,2,10.3
岐阜県,2024,5,3,13.0
岐阜県,2024,5,4,12.8
岐阜県,2024,5,5,12.8
岐阜県,2024,5,6,0.0
岐阜県,2024,5,7,0.4
岐阜県,2024,5,9,10.0
岐阜県,2024,5,10,13.1
岐阜県,2024,6,1,10.5
岐阜県,2024,6,2,2.8
岐阜県,2024,6,3,13.6
岐阜県,2024,6,4,12.6
岐阜県,2024,6,5,13.9
岐阜県,2024,6,6,5.9
岐阜県,2024,6,7,10.3
岐阜県,2024,6,8,10.2
岐阜県,2024,6,9,0.1
岐阜県,2024,6,10,11.2
岐阜県,2024,7,1,0.0
岐阜県,2024,7,2,0.6
岐阜県,2024,7,3,5.9
岐阜県,2024,7,4,8.6
岐阜県,2024,7,5,11.7
岐阜県,2024,7,6,9.0
岐阜県,2024,7,7,13.1
岐阜県,2024,7,8,9.0
岐阜県,2024,7,9,0.6
岐阜県,2024,7,10,0.6
岐阜県,2024,8,1,13.2
岐阜県,2024,8,2,11.4
岐阜県,2024,8,3,11.0
岐阜県,2024,8,4,10.5
岐阜県,2024,8,5,9.4
岐阜県,2024,8,6,6.4
岐阜県,2024,8,7,10.7
岐阜県,2024,8,8,12.8
岐阜県,2024,8,9,12.2
岐阜県,2024,8,10,12.9
岐阜県,2024,9,1,2.0
岐阜県,2024,9,2,5.3
岐阜県,2024,9,3,1.1
岐阜県,2024,9,4,11.0
岐阜県,2024,9,5,11.5
岐阜県,2024,9,6,10.6
岐阜県,2024,9,7,10.7
岐阜県,2024,9,8,9.4
岐阜県,2024,9,9,8.3
岐阜県,2024,9,10,3.9
岐阜県,2024,10,1,11.1
岐阜県,2024,10,2,8.7
岐阜県,2024,10,3,0.0
岐阜県,2024,10,4,0.0
岐阜県,2024,10,5,4.9
岐阜県,2024,10,6,4.6
岐阜県,2024,10,7,0.1
岐阜県,2024,10,8,0.1
岐阜県,2024,10,9,3.6
岐阜県,2024,10,10,9.3
岐阜県,2024,11,1,0.0
岐阜県,2024,11,2,0.0
岐阜県,2024,11,3,10.2
岐阜県,2024,11,4,5.5
岐阜県,2024,11,5,3.0
岐阜県,2024,11,6,9.7
岐阜県,2024,11,7,9.7
岐阜県,2024,11,8,8.6
岐阜県,2024,11,9,9.9
岐阜県,2024,11,10,2.6
岐阜県,2024,12,1,7.0
岐阜県,2024,12,2,9.5
岐阜県,2024,12,3,8.3
岐阜県,2024,12,4,6.5
岐阜県,2024,12,5,5.5
岐阜県,2024,12,6,0.4
岐阜県,2024,12,7,2.0
岐阜県,2024,12,8,4.1
岐阜県,2024,12,9,8.9
岐阜県,2024,12,10,9.0
静岡県,2024,1,1,9.2
静岡県,2024,1,2,0.1
静岡県,2024,1,3,1.3
静岡県,2024,1,4,9.4
静岡県,2024,1,5,8.5
静岡県,2024,1,6,9.3
静岡県,2024,1,7,9.5
静岡県,2024,1,8,9.5
静岡県,2024,1,9,9.5
静岡県,2024,1,10,6.0
静岡県,2024,2,1,6.4
静岡県,2024,2,2,0.8
静岡県,2024,2,3,4.4
静岡県,2024,2,4,0.0
静岡県,2024,2,5,0.0
静岡県,2024,2,6,0.0
静岡県,2024,2,7,7.6
静岡県,2024,2,8,8.5
静岡県,2024,2,9,7.7
静岡県,2024,2,10,9.7
静岡県,2024,3,1,6.5
静岡県,2024,3,2,10.8
静岡県,2024,3,3,10.9
静岡県,2024,3,4,10.6
静岡県,2024,3,5,0.0
静岡県,2024,3,6,0.0
静岡県,2024,3,7,0.0
静岡県,2024,3,8,6.8
静岡県,2024,3,9,11.2
静岡県,2024,3,10,11.3
静岡県,2024,4,1,11.1
静岡県,2024,4,2,8.3
静岡県,2024,4,3,0.0
静岡県,2024,4,4,1.2
静岡県,2024,4,5,0.0
静岡県,2024,4,6,6.6
静岡県,2024,4,7,9.5
静岡県,2024,4,8,0.9
静岡県,2024,4,9,0.0
静岡県,2024,5,1,0.0
静岡県,2024,5,2,1.1
静岡県,2024,5,3,12.6
静岡県,2024,5,4,12.8
静岡県,2024,5,5,12.9
静岡県,2024,5,6,1.1
静岡県,2024,5,7,0.0
静岡県,2024,5,8,12.5
静岡県,2024,5,9,5.3
静岡県,2024,5,10,13.2
静岡県,2024,6,1,8.2
静岡県,2024,6,2,4.7
静岡県,2024,6,3,9.0
静岡県,2024,6,4,10.0
静岡県,2024,6,5,10.0
静岡県,2024,6,6,4.7
静岡県,2024,6,7,7.1
静岡県,2024,6,8,10.9
静岡県,2024,6,9,0.5
静岡県,2024,6,10,4.7
静岡県,2024,7,1,1.1
静岡県,2024,7,2,3.6
静岡県,2024,7,3,5.5
静岡県,2024,7,4,13.5
静岡県,2024,7,5,13.6
静岡県,2024,7,6,8.8
静岡県,2024,7,7,12.9
静岡県,2024,7,8,10.2
静岡県,2024,7,9,4.2
静岡県,2024,7,10,4.0
静岡県,2024,8,1,9.1
静岡県,2024,8,2,9.4
静岡県,2024,8,3,6.4
静岡県,2024,8,4,10.0
静岡県,2024,8,5,5.9
静岡県,2024,8,6,6.1
静岡県,2024,8,7,6.1
静岡県,2024,8,8,9.0
静岡県,2024,8,9,8.4
静岡県,2024,8,10,7.8
静岡県,2024,9,1,3.2
静岡県,2024,9,2,6.4
静岡県,2024,9,3,1.6
静岡県,2024,9,4,10.3
静岡県,2024,9,5,10.2
静岡県,2024,9,6,9.5
静岡県,2024,9,7,8.1
静岡県,2024,9,8,10.8
静岡県,2024,9,9,11.5
静岡県,2024,9,10,8.4
静岡県,2024,10,1,11.0
静岡県,2024,10,2,8.6
静岡県,2024,10,3,3.6
静岡県,2024,10,4,0.6
静岡県,2024,10,5,0.0
静岡県,2024,10,6,8.6
静岡県,2024,10,7,7.9
静岡県,2024,10,8,0.2
静岡県,2024,10,9,0.4
静岡県,2024,10,10,8.6
静岡県,2024,11,1,1.7
静岡県,2024,11,2,0.0
静岡県,2024,11,3,1.7
静岡県,2024,11,4,10.0
静岡県,2024,11,5,0.0
静岡県,2024,11,6,9.4
静岡県,2024,11,7,8.9
静岡県,2024,11,8,5.5
静岡県,2024,11,9,8.5
静岡県,2024,11,10,0.3
静岡県,2024,12,1,9.5
静岡県,2024,12,2,9.6
静岡県,2024,12,3,9.5
静岡県,2024,12,4,9.6
静岡県,2024,12,5,9.1
静岡県,2024,12,6,8.8
静岡県,2024,12,7,9.1
静岡県,2024,12,8,8.0
静岡県,2024,12,9,4.8
静岡県,2024,12,10,9.5
愛知県,2024,1,1,9.3
愛知県,2024,1,2,6.7
愛知県,2024,1,3,1.3
愛知県,2024,1,4,9.1
愛知県,2024,1,5,9.5
愛知県,2024,1,6,5.0
愛知県,2024,1,7,6.1
愛知県,2024,1,8,8.3
愛知県,2024,1,9,9.3
愛知県,2024,1,10,1.5
愛知県,2024,2,1,5.9
愛知県,2024,2,2,6.0
愛知県,2024,2,3,7.0
愛知県,2024,2,4,7.6
愛知県,2024,2,5,0.0
愛知県,2024,2,6,7.6
愛知県,2024,2,7,9.9
愛知県,2024,2,8,9.2
愛知県,2024,2,9,6.1
愛知県,2024,2,10,9.0
愛知県,2024,3,1,6.8
愛知県,2024,3,2,7.9
愛知県,2024,3,3,10.4
愛知県,2024,3,4,4.9
愛知県,2024,3,5,0.0
愛知県,2024,3,6,1.3
愛知県,2024,3,7,9.5
愛知県,2024,3,8,9.6
愛知県,2024,3,9,9.0
愛知県,2024,3,10,11.1
愛知県,2024,4,1,11.6
愛知県,2024,4,2,8.2
愛知県,2024,4,3,0.0
愛知県,2024,4,4,9.0
愛知県,2024,4,5,0.0
愛知県,2024,4,6,8.6
愛知県,2024,4,7,8.4
愛知県,2024,4,8,0.1
愛知県,2024,4,9,5.8
愛知県,2024,4,10,9.9
愛知県,2024,5,1,0.0
愛知県,2024,5,2,12.0
愛知県,2024,5,3,12.5
愛知県,2024,5,4,12.8
愛知県,2024,5,5,12.9
愛知県,2024,5,6,0.1
愛知県,2024,5,7,0.0
愛知県,2024,5,8,11.7
愛知県,2024,5,9,9.9
愛知県,2024,5,10,13.2
愛知県,2024,6,1,11.6
愛知県,2024,6,2,2.0
愛知県,2024,6,3,13.2
愛知県,2024,6,4,13.5
愛知県,2024,6,5,13.8
愛知県,2024,6,6,6.8
愛知県,2024,6,7,9.2
愛知県,2024,6,8,9.8
愛知県,2024,6,9,0.1
愛知県,2024,6,10,9.4
愛知県,2024,7,1,0.0
愛知県,2024,7,2,1.1
愛知県,2024,7,3,6.7
愛知県,2024,7,4,8.6
愛知県,2024,7,5,12.3
愛知県,2024,7,6,7.0
愛知県,2024,7,7,13.3
愛知県,2024,7,8,7.4
愛知県,2024,7,9,2.5
愛知県,2024,7,10,1.4
愛知県,2024,8,1,13.1
愛知県,2024,8,2,11.6
愛知県,2024,8,3,10.2
愛知県,2024,8,4,8.1
愛知県,2024,8,5,7.4
愛知県,2024,8,6,6.3
愛知県,2024,8,7,9.6
愛知県,2024,8,8,11.5
愛知県,2024,8,9,11.5
愛知県,2024,8,10,12.3
愛知県,2024,9,1,2.2
愛知県,2024,9,2,4.0
愛知県,2024,9,3,4.3
愛知県,2024,9,4,9.6
愛知県,2024,9,5,10.1
愛知県,2024,9,6,11.1
愛知県,2024,9,7,10.5
愛知県,2024,9,8,10.2
愛知県,2024,9,9,10.8
愛知県,2024,9,10,3.8
愛知県,2024,10,1,11.2
愛知県,2024,10,2,9.9
愛知県,2024,10,3,0.0
愛知県,2024,10,4,0.0
愛知県,2024,10,5,5.1
愛知県,2024,10,6,3.3
愛知県,2024,10,7,1.3
愛知県,2024,10,8,0.4
愛知県,2024,10,9,3.1
愛知県,2024,10,10,8.2
愛知県,2024,11,1,0.4
愛知県,2024,11,2,0.0
愛知県,2024,11,3,10.2
愛知県,2024,11,4,6.3
愛知県,2024,11,5,2.1
愛知県,2024,11,6,9.4
愛知県,2024,11,7,10.2
愛知県,2024,11,8,3.5
愛知県,2024,11,9,10.0
愛知県,2024,11,10,1.7
愛知県,2024,12,1,9.0
愛知県,2024,12,2,9.5
愛知県,2024,12,3,8.9
愛知県,2024,12,4,8.4
愛知県,2024,12,5,6.7
愛知県,2024,12,6,5.9
愛知県,2024,12,7,0.4
愛知県,2024,12,8,4.9
愛知県,2024,12,9,8.8
愛知県,2024,12,10,9.3
三重県,2024,1,1,9.4
三重県,2024,1,2,7.9
三重県,2024,1,3,0.7
三重県,2024,1,4,7.9
三重県,2024,1,5,9.6
三重県,2024,1,6,5.5
三重県,2024,1,7,7.9
三重県,2024,1,8,3.1
三重県,2024,1,9,9.4
三重県,2024,1,10,1.4
三重県,2024,2,2,4.4
三重県,2024,2,3,7.1
三重県,2024,2,4,6.7
三重県,2024,2,5,0.0
三重県,2024,2,6,5.2
三重県,2024,2,7,5.8
三重県,2024,2,8,6.1
三重県,2024,2,9,7.8
三重県,2024,2,10,7.3
三重県,2024,3,1,2.5
三重県,2024,3,2,5.2
三重県,2024,3,3,10.5
三重県,2024,3,4,4.9
三重県,2024,3,5,0.0
三重県,2024,3,6,1.1
三重県,2024,3,7,7.4
三重県,2024,3,8,6.6
三重県,2024,3,9,8.0
三重県,2024,3,10,8.7
三重県,2024,4,1,10.9
三重県,2024,4,2,7.4
三重県,2024,4,3,0.0
三重県,2024,4,4,7.6
三重県,2024,4,5,0.1
三重県,2024,4,6,3.5
三重県,2024,4,7,7.8
三重県,2024,4,8,0.0
三重県,2024,4,9,5.8
三重県,2024,4,10,10.9
三重県,2024,5,1,0.0
三重県,2024,5,2,12.4
三重県,2024,5,3,12.1
三重県,2024,5,4,12.7
三重県,2024,5,5,10.2
三重県,2024,5,6,0.0
三重県,2024,5,7,0.1
三重県,2024,5,8,6.6
三重県,2024,5,9,9.5
三重県,2024,5,10,12.7
三重県,2024,6,1,12.9
三重県,2024,6,2,3.1
三重県,2024,6,3,10.7
三重県,2024,6,4,13.7
三重県,2024,6,5,13.7
三重県,2024,6,6,6.1
三重県,2024,6,7,8.6
三重県,2024,6,8,9.7
三重県,2024,6,9,0.0
三重県,2024,6,10,9.0
三重県,2024,7,1,0.1
三重県,2024,7,2,0.0
三重県,2024,7,3,6.6
三重県,2024,7,4,4.4
三重県,2024,7,5,13.4
三重県,2024,7,6,8.1
三重県,2024,7,7,12.9
三重県,2024,7,8,8.5
三重県,2024,7,9,4.2
三重県,2024,7,10,0.9
三重県,2024,8,1,13.1
三重県,2024,8,2,11.4
三重県,2024,8,3,11.0
三重県,2024,8,4,9.9
三重県,2024,8,5,8.4
三重県,2024,8,6,8.2
三重県,2024,8,7,8.4
三重県,2024,8,8,12.8
三重県,2024,8,9,12.3
三重県,2024,8,10,12.9
三重県,2024,9,1,0.1
三重県,2024,9,2,7.6
三重県,2024,9,3,5.4
三重県,2024,9,4,11.0
三重県,2024,9,5,11.1
三重県,2024,9,6,10.4
三重県,2024,9,7,11.7
三重県,2024,9,8,11.2
三重県,2024,9,9,10.1
三重県,2024,9,10,1.7
三重県,2024,10,1,10.2
三重県,2024,10,2,10.7
三重県,2024,10,3,0.0
三重県,2024,10,4,0.0
三重県,2024,10,5,3.3
三重県,2024,10,6,5.1
三重県,2024,10,7,3.0
三重県,2024,10,8,1.3
三重県,2024,10,9,4.4
三重県,2024,10,10,9.3
三重県,2024,11,1,0.0
三重県,2024,11,2,0.0
三重県,2024,11,3,10.3
三重県,2024,11,4,8.4
三重県,2024,11,5,2.7
三重県,2024,11,6,9.6
三重県,2024,11,7,9.4
三重県,2024,11,8,6.2
三重県,2024,11,9,9.6
三重県,2024,11,10,0.7
三重県,2024,12,1,8.8
三重県,2024,12,2,9.5
三重県,2024,12,3,9.0
三重県,2024,12,4,6.0
三重県,2024,12,5,8.8
三重県,2024,12,6,7.7
三重県,2024,12,7,8.2
三重県,2024,12,8,4.5
三重県,2024,12,9,5.3
三重県,2024,12,10,6.8
滋賀県,2024,1,1,9.1
滋賀県,2024,1,2,8.9
滋賀県,2024,1,3,0.5
滋賀県,2024,1,4,8.1
滋賀県,2024,1,5,9.3
滋賀県,2024,1,6,1.1
滋賀県,2024,1,7,4.3
滋賀県,2024,1,8,0.7
滋賀県,2024,1,9,7.5
滋賀県,2024,1,10,0.4
滋賀県,2024,2,1,1.5
滋賀県,2024,2,2,0.7
滋賀県,2024,2,3,6.6
滋賀県,2024,2,4,7.6
滋賀県,2024,2,5,0.0
滋賀県,2024,2,6,3.4
滋賀県,2024,2,7,3.2
滋賀県,2024,2,8,0.3
滋賀県,2024,2,9,9.7
滋賀県,2024,2,10,4.8
滋賀県,2024,3,1,4.3
滋賀県,2024,3,2,7.1
滋賀県,2024,3,3,8.5
滋賀県,2024,3,4,3.9
滋賀県,2024,3,5,0.0
滋賀県,2024,3,6,0.0
滋賀県,2024,3,7,9.0
滋賀県,2024,3,8,5.2
滋賀県,2024,3,9,0.2
滋賀県,2024,3,10,10.2
滋賀県,2024,4,1,10.9
滋賀県,2024,4,2,7.5
滋賀県,2024,4,3,0.0
滋賀県,2024,4,4,1.7
滋賀県,2024,4,5,6.4
滋賀県,2024,4,6,7.4
滋賀県,2024,4,7,8.8
滋賀県,2024,4,8,0.2
滋賀県,2024,4,9,2.6
滋賀県,2024,4,10,11.7
滋賀県,2024,5,1,0.0
滋賀県,2024,5,2,12.0
滋賀県,2024,5,3,13.0
滋賀県,2024,5,4,12.8
滋賀県,2024,5,5,12.6
滋賀県,2024,5,6,0.0
滋賀県,2024,5,7,0.0
滋賀県,2024,5,8,5.7
滋賀県,2024,5,9,7.3
滋賀県,2024,5,10,13.1
滋賀県,2024,6,1,10.2
滋賀県,2024,6,2,2.3
滋賀県,2024,6,3,13.7
滋賀県,2024,6,4,13.8
滋賀県,2024,6,5,12.4
滋賀県,2024,6,6,5.5
滋賀県,2024,6,7,10.7
滋賀県,2024,6,8,11.4
滋賀県,2024,6,9,0.0
滋賀県,2024,6,10,11.4
滋賀県,2024,7,1,0.0
滋賀県,2024,7,2,0.2
滋賀県,2024,7,3,5.6
滋賀県,2024,7,4,7.1
滋賀県,2024,7,5,10.2
滋賀県,2024,7,6,5.6
滋賀県,2024,7,7,11.9
滋賀県,2024,7,8,9.1
滋賀県,2024,7,9,0.5
滋賀県,2024,7,10,0.4
滋賀県,2024,8,1,13.4
滋賀県,2024,8,2,12.9
滋賀県,2024,8,3,12.3
滋賀県,2024,8,4,9.9
滋賀県,2024,8,5,10.8
滋賀県,2024,8,6,7.6
滋賀県,2024,8,7,12.5
滋賀県,2024,8,8,10.9
滋賀県,2024,8,9,9.9
滋賀県,2024,8,10,11.5
滋賀県,2024,9,1,0.7
滋賀県,2024,9,2,7.6
滋賀県,2024,9,3,2.5
滋賀県,2024,9,4,12.2
滋賀県,2024,9,5,11.6
滋賀県,2024,9,6,10.4
滋賀県,2024,9,7,11.2
滋賀県,2024,9,8,10.9
滋賀県,2024,9,9,10.6
滋賀県,2024,9,10,6.3
滋賀県,2024,10,1,9.0
滋賀県,2024,10,2,6.7
滋賀県,2024,10,3,0.0
滋賀県,2024,10,4,0.0
滋賀県,2024,10,5,7.3
滋賀県,2024,10,6,6.4
滋賀県,2024,10,7,1.0
滋賀県,2024,10,8,0.1
滋賀県,2024,10,9,6.8
滋賀県,2024,10,10,9.4
滋賀県,2024,11,1,0.1
滋賀県,2024,11,2,0.1
滋賀県,2024,11,3,10.1
滋賀県,2024,11,4,7.8
滋賀県,2024,11,5,4.8
滋賀県,2024,11,6,8.4
滋賀県,2024,11,7,3.8
滋賀県,2024,11,8,8.3
滋賀県,2024,11,9,9.7
滋賀県,2024,11,10,6.1
滋賀県,2024,12,1,3.8
滋賀県,2024,12,2,9.3
滋賀県,2024,12,3,8.7
滋賀県,2024,12,4,3.6
滋賀県,2024,12,5,4.4
滋賀県,2024,12,6,0.6
滋賀県,2024,12,7,0.9
滋賀県,2024,12,8,2.0
滋賀県,2024,12,9,0.3
滋賀県,2024,12,10,4.9
京都府,2024,1,1,2.3
京都府,2024,1,2,9.2
京都府,2024,1,3,0.6
京都府,2024,1,4,4.0
京都府,2024,1,5,9.1
京都府,2024,1,6,3.1
京都府,2024,1,7,4.4
京都府,2024,1,8,5.7
京都府,2024,1,9,8.6
京都府,2024,1,10,0.1
京都府,2024,2,1,1.2
京都府,2024,2,2,1.3
京都府,2024,2,3,3.2
京都府,2024,2,4,5.0
京都府,2024,2,5,0.0
京都府,2024,2,6,2.3
京都府,2024,2,7,4.8
京都府,2024,2,8,3.3
京都府,2024,2,9,9.9
京都府,2024,2,10,3.3
京都府,2024,3,1,5.2
京都府,2024,3,2,7.1
京都府,2024,3,3,8.9
京都府,2024,3,4,4.3
京都府,2024,3,5,0.0
京都府,2024,3,6,0.0
京都府,2024,3,7,5.3
京都府,2024,3,8,4.5
京都府,2024,3,9,4.3
京都府,2024,3,10,8.9
京都府,2024,4,1,11.6
京都府,2024,4,2,6.6
京都府,2024,4,3,0.0
京都府,2024,4,4,1.6
京都府,2024,4,5,6.5
京都府,2024,4,6,8.3
京都府,2024,4,7,7.3
京都府,2024,4,8,0.0
京都府,2024,4,9,0.0
京都府,2024,4,10,11.3
京都府,2024,5,1,0.0
京都府,2024,5,2,12.5
京都府,2024,5,3,13.1
京都府,2024,5,4,12.8
京都府,2024,5,5,11.7
京都府,2024,5,6,0.0
京都府,2024,5,7,0.8
京都府,2024,5,8,6.0
京都府,2024,5,9,8.9
京都府,2024,5,10,13.2
京都府,2024,6,1,10.8
京都府,2024,6,2,1.9
京都府,2024,6,3,7.9
京都府,2024,6,4,8.7
京都府,2024,6,5,12.6
京都府,2024,6,6,5.2
京都府,2024,6,7,8.0
京都府,2024,6,8,10.0
京都府,2024,6,9,0.2
京都府,2024,6,10,9.5
京都府,2024,7,1,0.0
京都府,2024,7,2,0.0
京都府,2024,7,3,5.4
京都府,2024,7,4,2.3
京都府,2024,7,5,11.3
京都府,2024,7,6,5.6
京都府,2024,7,7,12.3
京都府,2024,7,8,9.1
京都府,2024,7,9,1.5
京都府,2024,7,10,0.4
京都府,2024,8,1,12.3
京都府,2024,8,2,9.0
京都府,2024,8,3,7.7
京都府,2024,8,4,2.6
京都府,2024,8,5,3.9
京都府,2024,8,6,6.6
京都府,2024,8,7,8.8
京都府,2024,8,8,12.2
京都府,2024,8,9,11.7
京都府,2024,8,10,9.7
京都府,2024,9,1,1.5
京都府,2024,9,2,6.7
京都府,2024,9,3,3.4
京都府,2024,9,4,10.0
京都府,2024,9,5,9.2
京都府,2024,9,6,10.8
京都府,2024,9,7,9.5
京都府,2024,9,8,6.6
京都府,2024,9,9,10.8
京都府,2024,9,10,3.8
京都府,2024,10,1,9.1
京都府,2024,10,2,5.3
京都府,2024,10,3,0.0
京都府,2024,10,4,0.0
京都府,2024,10,5,8.2
京都府,2024,10,6,9.9
京都府,2024,10,7,0.7
京都府,2024,10,8,0.1
京都府,2024,10,9,5.8
京都府,2024,10,10,9.8
京都府,2024,11,1,0.5
京都府,2024,11,2,0.0
京都府,2024,11,3,8.6
京都府,2024,11,4,8.4
京都府,2024,11,5,4.4
京都府,2024,11,6,7.7
京都府,2024,11,7,2.1
京都府,2024,11,8,7.7
京都府,2024,11,9,9.6
京都府,2024,11,10,6.7
京都府,2024,12,1,7.5
京都府,2024,12,2,9.2
京都府,2024,12,3,7.5
京都府,2024,12,4,5.1
京都府,2024,12,5,6.3
京都府,2024,12,6,5.6
京都府,2024,12,7,7.3
京都府,2024,12,8,5.0
京都府,2024,12,9,4.8
京都府,2024,12,10,4.6
大阪府,2024,1,1,3.3
大阪府,2024,1,2,9.4
大阪府,2024,1,3,0.7
大阪府,2024,1,4,3.8
大阪府,2024,1,5,9.5
大阪府,2024,1,6,2.9
大阪府,2024,1,7,7.2
大阪府,2024,1,8,5.6
大阪府,2024,1,9,9.3
大阪府,2024,1,10,0.0
大阪府,2024,2,1,0.0
大阪府,2024,2,2,4.7
大阪府,2024,2,3,1.4
大阪府,2024,2,4,3.3
大阪府,2024,2,5,0.0
大阪府,2024,2,6,4.8
大阪府,2024,2,7,7.4
大阪府,2024,2,8,4.3
大阪府,2024,2,9,9.7
大阪府,2024,2,10,5.9
大阪府,2024,3,1,3.9
大阪府,2024,3,2,5.6
大阪府,2024,3,3,10.2
大阪府,2024,3,4,5.2
大阪府,2024,3,5,0.0
大阪府,2024,3,6,0.0
大阪府,2024,3,7,3.3
大阪府,2024,3,8,5.2
大阪府,2024,3,9,5.5
大阪府,2024,3,10,10.9
大阪府,2024,4,1,11.3
大阪府,2024,4,2,6.6
大阪府,2024,4,3,0.0
大阪府,2024,4,4,1.9
大阪府,2024,4,5,4.3
大阪府,2024,4,6,6.4
大阪府,2024,4,7,6.8
大阪府,2024,4,8,0.0
大阪府,2024,4,9,0.4
大阪府,2024,4,10,10.7
大阪府,2024,5,1,0.0
大阪府,2024,5,2,12.5
大阪府,2024,5,3,12.2
大阪府,2024,5,4,12.8
大阪府,2024,5,5,12.2
大阪府,2024,5,6,0.2
大阪府,2024,5,7,0.3
大阪府,2024,5,8,4.2
大阪府,2024,5,9,8.2
大阪府,2024,5,10,13.1
大阪府,2024,6,1,12.4
大阪府,2024,6,2,6.9
大阪府,2024,6,3,11.4
大阪府,2024,6,4,7.7
大阪府,2024,6,5,12.5
大阪府,2024,6,6,4.3
大阪府,2024,6,7,6.7
大阪府,2024,6,8,9.2
大阪府,2024,6,9,0.0
大阪府,2024,6,10,11.0
大阪府,2024,7,1,0.0
大阪府,2024,7,2,0.0
大阪府,2024,7,3,7.5
大阪府,2024,7,4,7.1
大阪府,2024,7,5,13.6
大阪府,2024,7,6,12.0
大阪府,2024,7,7,12.6
大阪府,2024,7,8,11.0
大阪府,2024,7,9,4.8
大阪府,2024,7,10,0.5
大阪府,2024,8,1,11.1
大阪府,2024,8,2,11.8
大阪府,2024,8,3,11.4
大阪府,2024,8,4,6.5
大阪府,2024,8,5,5.8
大阪府,2024,8,6,8.6
大阪府,2024,8,7,9.0
大阪府,2024,8,8,13.1
大阪府,2024,8,9,11.4
大阪府,2024,8,10,7.7
大阪府,2024,9,1,0.9
大阪府,2024,9,2,10.2
大阪府,2024,9,3,3.4
大阪府,2024,9,4,10.5
大阪府,2024,9,5,11.1
大阪府,2024,9,6,10.8
大阪府,2024,9,7,11.8
大阪府,2024,9,8,10.3
大阪府,2024,9,9,11.5
大阪府,2024,9,10,7.0
大阪府,2024,10,1,11.0
大阪府,2024,10,2,7.8
大阪府,2024,10,3,0.0
大阪府,2024,10,4,0.0
大阪府,2024,10,5,7.7
大阪府,2024,10,6,10.3
大阪府,2024,10,7,2.7
大阪府,2024,10,8,0.4
大阪府,2024,10,9,5.0
大阪府,2024,10,10,9.6
大阪府,2024,11,1,0.4
大阪府,2024,11,2,0.0
大阪府,2024,11,3,9.4
大阪府,2024,11,4,9.3
大阪府,2024,11,5,6.0
大阪府,2024,11,6,5.6
大阪府,2024,11,7,5.6
大阪府,2024,11,8,5.9
大阪府,2024,11,9,9.2
大阪府,2024,11,10,6.8
大阪府,2024,12,1,9.4
大阪府,2024,12,2,9.5
