都道府県,年,月,日,日照時間_h
大阪府,2024,12,3,8.7
大阪府,2024,12,4,6.5
大阪府,2024,12,5,4.7
大阪府,2024,12,6,7.0
大阪府,2024,12,7,7.0
大阪府,2024,12,8,4.5
大阪府,2024,12,9,6.2
大阪府,2024,12,10,8.5
兵庫県,2024,1,1,4.8
兵庫県,2024,1,2,9.5
兵庫県,2024,1,3,0.6
兵庫県,2024,1,4,6.9
兵庫県,2024,1,5,9.5
兵庫県,2024,1,6,2.0
兵庫県,2024,1,7,7.5
兵庫県,2024,1,8,5.6
兵庫県,2024,1,9,8.4
兵庫県,2024,1,10,0.0
兵庫県,2024,2,1,0.0
兵庫県,2024,2,2,5.7
兵庫県,2024,2,3,3.2
兵庫県,2024,2,4,2.1
兵庫県,2024,2,5,0.0
兵庫県,2024,2,6,3.2
兵庫県,2024,2,7,6.7
兵庫県,2024,2,8,4.5
兵庫県,2024,2,9,10.2
兵庫県,2024,2,10,6.9
兵庫県,2024,3,1,5.0
兵庫県,2024,3,2,6.5
兵庫県,2024,3,3,8.9
兵庫県,2024,3,4,5.4
兵庫県,2024,3,5,0.2
兵庫県,2024,3,6,0.0
兵庫県,2024,3,7,3.7
兵庫県,2024,3,8,2.9
兵庫県,2024,3,9,5.7
兵庫県,2024,3,10,8.8
兵庫県,2024,4,1,11.7
兵庫県,2024,4,2,5.9
兵庫県,2024,4,3,1.1
兵庫県,2024,4,4,3.7
兵庫県,2024,4,5,5.8
兵庫県,2024,4,6,5.9
兵庫県,2024,4,7,6.9
兵庫県,2024,4,8,0.0
兵庫県,2024,4,9,0.0
兵庫県,2024,4,10,10.7
兵庫県,2024,5,1,0.0
兵庫県,2024,5,2,12.6
兵庫県,2024,5,3,12.5
兵庫県,2024,5,4,12.8
兵庫県,2024,5,5,12.0
兵庫県,2024,5,6,0.1
兵庫県,2024,5,7,1.5
兵庫県,2024,5,8,2.8
兵庫県,2024,5,9,9.0
兵庫県,2024,5,10,13.1
兵庫県,2024,6,1,12.5
兵庫県,2024,6,2,7.4
兵庫県,2024,6,3,11.0
兵庫県,2024,6,4,7.0
兵庫県,2024,6,5,11.9
兵庫県,2024,6,6,3.0
兵庫県,2024,6,8,10.0
兵庫県,2024,6,9,0.0
兵庫県,2024,6,10,11.4
兵庫県,2024,7,1,0.0
兵庫県,2024,7,2,0.3
兵庫県,2024,7,3,7.6
兵庫県,2024,7,4,8.4
兵庫県,2024,7,5,13.6
兵庫県,2024,7,6,11.0
兵庫県,2024,7,7,13.0
兵庫県,2024,7,8,10.9
兵庫県,2024,7,9,4.2
兵庫県,2024,7,10,0.8
兵庫県,2024,8,1,11.8
兵庫県,2024,8,2,12.7
兵庫県,2024,8,3,12.3
兵庫県,2024,8,4,8.4
兵庫県,2024,8,5,5.4
兵庫県,2024,8,6,8.8
兵庫県,2024,8,7,11.3
兵庫県,2024,8,8,13.2
兵庫県,2024,8,9,11.2
兵庫県,2024,8,10,10.8
兵庫県,2024,9,1,1.2
兵庫県,2024,9,2,6.9
兵庫県,2024,9,3,3.8
兵庫県,2024,9,4,10.7
兵庫県,2024,9,5,11.8
兵庫県,2024,9,6,10.7
兵庫県,2024,9,7,11.4
兵庫県,2024,9,8,9.5
兵庫県,2024,9,9,11.7
兵庫県,2024,9,10,9.6
兵庫県,2024,10,1,11.1
兵庫県,2024,10,2,6.6
兵庫県,2024,10,3,0.0
兵庫県,2024,10,4,0.0
兵庫県,2024,10,5,8.0
兵庫県,2024,10,6,10.2
兵庫県,2024,10,7,0.7
兵庫県,2024,10,8,0.5
兵庫県,2024,10,9,4.2
兵庫県,2024,10,10,9.1
兵庫県,2024,11,1,0.1
兵庫県,2024,11,2,0.0
兵庫県,2024,11,3,8.4
兵庫県,2024,11,4,8.1
兵庫県,2024,11,5,5.5
兵庫県,2024,11,6,5.2
兵庫県,2024,11,7,5.1
兵庫県,2024,11,8,6.0
兵庫県,2024,11,9,8.8
兵庫県,2024,11,10,6.2
兵庫県,2024,12,1,9.4
兵庫県,2024,12,2,9.4
兵庫県,2024,12,3,7.9
兵庫県,2024,12,4,5.7
兵庫県,2024,12,5,3.3
兵庫県,2024,12,6,6.9
兵庫県,2024,12,7,6.9
兵庫県,2024,12,8,6.3
兵庫県,2024,12,9,6.6
兵庫県,2024,12,10,8.2
奈良県,2024,1,1,3.7
奈良県,2024,1,2,9.0
奈良県,2024,1,3,0.3
奈良県,2024,1,4,2.3
奈良県,2024,1,5,9.1
奈良県,2024,1,6,2.5
奈良県,2024,1,7,7.4
奈良県,2024,1,8,4.9
奈良県,2024,1,9,8.9
奈良県,2024,1,10,0.2
奈良県,2024,2,1,0.0
奈良県,2024,2,2,1.1
奈良県,2024,2,3,3.2
奈良県,2024,2,4,0.8
奈良県,2024,2,5,0.0
奈良県,2024,2,6,0.9
奈良県,2024,2,7,3.7
奈良県,2024,2,8,4.0
奈良県,2024,2,9,8.4
奈良県,2024,2,10,3.0
奈良県,2024,3,1,0.8
奈良県,2024,3,2,5.3
奈良県,2024,3,3,10.2
奈良県,2024,3,4,1.9
奈良県,2024,3,5,0.0
奈良県,2024,3,6,0.0
奈良県,2024,3,7,3.5
奈良県,2024,3,8,3.0
奈良県,2024,3,9,5.4
奈良県,2024,3,10,7.6
奈良県,2024,4,1,11.0
奈良県,2024,4,2,6.5
奈良県,2024,4,3,0.0
奈良県,2024,4,4,1.7
奈良県,2024,4,5,3.5
奈良県,2024,4,6,6.0
奈良県,2024,4,7,6.7
奈良県,2024,4,8,0.0
奈良県,2024,4,9,0.8
奈良県,2024,4,10,10.7
奈良県,2024,5,1,0.0
奈良県,2024,5,2,12.0
奈良県,2024,5,3,12.0
奈良県,2024,5,4,12.5
奈良県,2024,5,5,12.3
奈良県,2024,5,6,0.0
奈良県,2024,5,7,0.2
奈良県,2024,5,8,2.8
奈良県,2024,5,9,8.2
奈良県,2024,5,10,12.8
奈良県,2024,6,1,10.7
奈良県,2024,6,2,3.6
奈良県,2024,6,3,9.2
奈良県,2024,6,4,10.6
奈良県,2024,6,5,13.1
奈良県,2024,6,6,4.5
奈良県,2024,6,7,8.6
奈良県,2024,6,8,8.8
奈良県,2024,6,9,0.0
奈良県,2024,6,10,9.8
奈良県,2024,7,1,0.0
奈良県,2024,7,2,0.1
奈良県,2024,7,3,9.0
奈良県,2024,7,4,3.7
奈良県,2024,7,5,12.5
奈良県,2024,7,6,8.4
奈良県,2024,7,7,12.7
奈良県,2024,7,8,10.7
奈良県,2024,7,9,2.6
奈良県,2024,7,10,0.5
奈良県,2024,8,1,12.2
奈良県,2024,8,2,11.2
奈良県,2024,8,3,8.6
奈良県,2024,8,4,6.9
奈良県,2024,8,5,5.9
奈良県,2024,8,6,6.7
奈良県,2024,8,7,8.0
奈良県,2024,8,8,12.7
奈良県,2024,8,9,10.0
奈良県,2024,8,10,10.2
奈良県,2024,9,1,0.3
奈良県,2024,9,2,7.8
奈良県,2024,9,3,4.9
奈良県,2024,9,4,10.6
奈良県,2024,9,5,10.9
奈良県,2024,9,6,10.3
奈良県,2024,9,7,11.3
奈良県,2024,9,8,10.4
奈良県,2024,9,9,11.6
奈良県,2024,9,10,5.5
奈良県,2024,10,1,9.6
奈良県,2024,10,2,9.8
奈良県,2024,10,3,0.0
奈良県,2024,10,4,0.0
奈良県,2024,10,5,4.1
奈良県,2024,10,6,9.9
奈良県,2024,10,7,2.4
奈良県,2024,10,8,0.1
奈良県,2024,10,9,5.4
奈良県,2024,10,10,7.0
奈良県,2024,11,1,0.8
奈良県,2024,11,2,0.0
奈良県,2024,11,3,10.0
奈良県,2024,11,4,9.4
奈良県,2024,11,5,5.0
奈良県,2024,11,6,4.7
奈良県,2024,11,7,5.7
奈良県,2024,11,8,6.1
奈良県,2024,11,9,8.9
奈良県,2024,11,10,7.2
奈良県,2024,12,1,8.3
奈良県,2024,12,2,9.2
奈良県,2024,12,3,7.5
奈良県,2024,12,4,5.6
奈良県,2024,12,5,7.3
奈良県,2024,12,6,5.4
奈良県,2024,12,7,7.2
奈良県,2024,12,8,3.5
奈良県,2024,12,9,2.8
奈良県,2024,12,10,7.6
和歌山県,2024,1,1,5.3
和歌山県,2024,1,2,9.5
和歌山県,2024,1,3,0.3
和歌山県,2024,1,4,4.3
和歌山県,2024,1,5,9.5
和歌山県,2024,1,6,2.4
和歌山県,2024,1,7,4.0
和歌山県,2024,1,8,1.6
和歌山県,2024,1,9,9.4
和歌山県,2024,1,10,0.0
和歌山県,2024,2,1,0.0
和歌山県,2024,2,2,5.1
和歌山県,2024,2,3,5.5
和歌山県,2024,2,4,5.1
和歌山県,2024,2,5,0.0
和歌山県,2024,2,6,4.7
和歌山県,2024,2,7,6.8
和歌山県,2024,2,8,7.1
和歌山県,2024,2,9,8.9
和歌山県,2024,2,10,7.3
和歌山県,2024,3,1,4.0
和歌山県,2024,3,2,6.3
和歌山県,2024,3,3,10.7
和歌山県,2024,3,4,9.0
和歌山県,2024,3,5,0.0
和歌山県,2024,3,6,0.0
和歌山県,2024,3,7,9.3
和歌山県,2024,3,8,5.7
和歌山県,2024,3,9,4.6
和歌山県,2024,3,10,10.7
和歌山県,2024,4,1,11.1
和歌山県,2024,4,2,5.6
和歌山県,2024,4,3,0.0
和歌山県,2024,4,4,5.0
和歌山県,2024,4,5,1.8
和歌山県,2024,4,6,6.9
和歌山県,2024,4,7,6.1
和歌山県,2024,4,8,0.2
和歌山県,2024,4,9,2.0
和歌山県,2024,4,10,11.3
和歌山県,2024,5,1,0.0
和歌山県,2024,5,2,11.2
和歌山県,2024,5,3,12.3
和歌山県,2024,5,4,12.8
和歌山県,2024,5,5,11.9
和歌山県,2024,5,6,0.4
和歌山県,2024,5,7,0.1
和歌山県,2024,5,8,5.1
和歌山県,2024,5,9,8.6
和歌山県,2024,5,10,13.3
和歌山県,2024,6,1,11.8
和歌山県,2024,6,2,4.4
和歌山県,2024,6,3,11.1
和歌山県,2024,6,4,7.7
和歌山県,2024,6,5,12.2
和歌山県,2024,6,6,3.5
和歌山県,2024,6,7,11.9
和歌山県,2024,6,8,10.1
和歌山県,2024,6,9,0.0
和歌山県,2024,6,10,8.9
和歌山県,2024,7,1,0.0
和歌山県,2024,7,2,0.2
和歌山県,2024,7,3,11.0
和歌山県,2024,7,4,7.6
和歌山県,2024,7,5,13.6
和歌山県,2024,7,6,11.4
和歌山県,2024,7,7,12.7
和歌山県,2024,7,8,12.8
和歌山県,2024,7,9,9.5
和歌山県,2024,7,10,0.8
和歌山県,2024,8,1,12.9
和歌山県,2024,8,2,12.9
和歌山県,2024,8,3,12.2
和歌山県,2024,8,4,7.5
和歌山県,2024,8,5,5.8
和歌山県,2024,8,6,10.8
和歌山県,2024,8,7,11.1
和歌山県,2024,8,8,13.1
和歌山県,2024,8,9,12.3
和歌山県,2024,8,10,13.0
和歌山県,2024,9,1,0.1
和歌山県,2024,9,2,10.9
和歌山県,2024,9,3,4.1
和歌山県,2024,9,4,12.2
和歌山県,2024,9,5,11.6
和歌山県,2024,9,6,11.8
和歌山県,2024,9,7,12.1
和歌山県,2024,9,8,11.6
和歌山県,2024,9,9,9.7
和歌山県,2024,9,10,10.5
和歌山県,2024,10,1,10.7
和歌山県,2024,10,2,9.5
和歌山県,2024,10,3,0.0
和歌山県,2024,10,4,0.0
和歌山県,2024,10,5,5.4
和歌山県,2024,10,6,10.8
和歌山県,2024,10,7,4.3
和歌山県,2024,10,8,0.2
和歌山県,2024,10,9,6.6
和歌山県,2024,10,10,9.4
和歌山県,2024,11,1,1.3
和歌山県,2024,11,2,0.2
和歌山県,2024,11,3,10.0
和歌山県,2024,11,4,8.4
和歌山県,2024,11,5,4.3
和歌山県,2024,11,6,5.4
和歌山県,2024,11,7,3.5
和歌山県,2024,11,8,7.5
和歌山県,2024,11,9,8.9
和歌山県,2024,11,10,5.6
和歌山県,2024,12,1,7.2
和歌山県,2024,12,2,9.5
和歌山県,2024,12,3,7.5
和歌山県,2024,12,4,6.0
和歌山県,2024,12,5,1.3
和歌山県,2024,12,6,2.2
和歌山県,2024,12,7,1.8
和歌山県,2024,12,8,3.3
和歌山県,2024,12,9,5.3
和歌山県,2024,12,10,4.8
鳥取県,2024,1,1,0.2
鳥取県,2024,1,2,8.4
鳥取県,2024,1,3,0.0
鳥取県,2024,1,4,1.5
鳥取県,2024,1,5,8.5
鳥取県,2024,1,6,0.3
鳥取県,2024,1,7,2.3
鳥取県,2024,1,8,1.2
鳥取県,2024,1,9,3.0
鳥取県,2024,1,10,0.0
鳥取県,2024,2,1,0.0
鳥取県,2024,2,2,3.6
鳥取県,2024,2,3,0.0
鳥取県,2024,2,4,2.9
鳥取県,2024,2,5,0.0
鳥取県,2024,2,6,0.6
鳥取県,2024,2,7,0.0
鳥取県,2024,2,8,0.0
鳥取県,2024,2,9,3.0
鳥取県,2024,2,10,3.2
鳥取県,2024,3,1,2.1
鳥取県,2024,3,2,1.7
鳥取県,2024,3,3,6.3
鳥取県,2024,3,4,2.8
鳥取県,2024,3,5,0.0
鳥取県,2024,3,6,0.0
鳥取県,2024,3,7,2.1
鳥取県,2024,3,8,1.6
鳥取県,2024,3,9,0.2
鳥取県,2024,3,10,7.1
鳥取県,2024,4,1,10.4
鳥取県,2024,4,2,7.3
鳥取県,2024,4,3,0.0
鳥取県,2024,4,4,0.0
鳥取県,2024,4,5,8.4
鳥取県,2024,4,6,7.4
鳥取県,2024,4,7,9.1
鳥取県,2024,4,8,0.3
鳥取県,2024,4,9,0.2
鳥取県,2024,4,10,9.7
鳥取県,2024,5,1,0.0
鳥取県,2024,5,2,12.3
鳥取県,2024,5,3,13.1
鳥取県,2024,5,4,13.0
鳥取県,2024,5,5,10.7
鳥取県,2024,5,6,3.1
鳥取県,2024,5,7,2.8
鳥取県,2024,5,8,0.0
鳥取県,2024,5,9,8.8
鳥取県,2024,5,10,13.0
鳥取県,2024,6,1,9.6
鳥取県,2024,6,2,1.7
鳥取県,2024,6,3,3.2
鳥取県,2024,6,4,1.8
鳥取県,2024,6,5,9.6
鳥取県,2024,6,6,3.2
鳥取県,2024,6,7,10.2
鳥取県,2024,6,8,7.8
鳥取県,2024,6,9,0.4
鳥取県,2024,6,10,7.2
鳥取県,2024,7,1,0.0
鳥取県,2024,7,2,0.0
鳥取県,2024,7,3,8.8
鳥取県,2024,7,4,6.3
鳥取県,2024,7,5,8.8
鳥取県,2024,7,6,8.4
鳥取県,2024,7,7,12.8
鳥取県,2024,7,8,2.3
鳥取県,2024,7,9,0.0
鳥取県,2024,7,10,0.0
鳥取県,2024,8,1,11.0
鳥取県,2024,8,2,11.3
鳥取県,2024,8,3,8.3
鳥取県,2024,8,4,3.7
鳥取県,2024,8,5,11.3
鳥取県,2024,8,6,10.1
鳥取県,2024,8,7,8.7
鳥取県,2024,8,8,13.0
鳥取県,2024,8,9,10.6
鳥取県,2024,8,10,10.8
鳥取県,2024,9,1,9.9
鳥取県,2024,9,2,5.9
鳥取県,2024,9,3,6.6
鳥取県,2024,9,4,7.2
鳥取県,2024,9,5,8.6
鳥取県,2024,9,6,10.6
鳥取県,2024,9,7,7.6
鳥取県,2024,9,8,4.9
鳥取県,2024,9,9,11.6
鳥取県,2024,9,10,9.0
鳥取県,2024,10,1,8.4
鳥取県,2024,10,2,0.6
鳥取県,2024,10,3,0.0
鳥取県,2024,10,4,0.3
鳥取県,2024,10,5,8.7
鳥取県,2024,10,6,7.3
鳥取県,2024,10,7,0.0
鳥取県,2024,10,8,0.0
鳥取県,2024,10,9,5.0
鳥取県,2024,10,10,4.1
鳥取県,2024,11,1,0.0
鳥取県,2024,11,2,0.0
鳥取県,2024,11,3,9.0
鳥取県,2024,11,4,7.3
鳥取県,2024,11,5,0.4
鳥取県,2024,11,6,0.7
鳥取県,2024,11,7,1.1
鳥取県,2024,11,8,8.9
鳥取県,2024,11,9,9.3
鳥取県,2024,11,10,5.0
鳥取県,2024,12,1,4.2
鳥取県,2024,12,2,7.6
鳥取県,2024,12,3,2.2
鳥取県,2024,12,4,0.4
鳥取県,2024,12,5,1.0
鳥取県,2024,12,6,1.1
鳥取県,2024,12,7,3.4
鳥取県,2024,12,8,1.6
鳥取県,2024,12,9,1.1
島根県,2024,1,1,2.0
島根県,2024,1,2,5.9
島根県,2024,1,3,0.0
島根県,2024,1,4,4.4
島根県,2024,1,5,6.6
島根県,2024,1,6,4.5
島根県,2024,1,7,2.7
島根県,2024,1,8,3.0
島根県,2024,1,9,4.3
島根県,2024,1,10,0.1
島根県,2024,2,1,0.0
島根県,2024,2,2,6.9
島根県,2024,2,3,0.1
島根県,2024,2,4,4.9
島根県,2024,2,5,0.0
島根県,2024,2,6,1.4
島根県,2024,2,7,0.9
島根県,2024,2,8,1.0
島根県,2024,2,9,6.4
島根県,2024,2,10,2.9
島根県,2024,3,1,2.7
島根県,2024,3,2,2.6
島根県,2024,3,3,6.4
島根県,2024,3,4,7.5
島根県,2024,3,5,0.0
島根県,2024,3,6,0.1
島根県,2024,3,7,5.4
島根県,2024,3,8,3.9
島根県,2024,3,9,1.1
島根県,2024,3,10,9.2
島根県,2024,4,1,11.6
島根県,2024,4,2,7.3
島根県,2024,4,3,0.0
島根県,2024,4,4,0.0
島根県,2024,4,5,10.6
島根県,2024,4,6,8.7
島根県,2024,4,7,8.3
島根県,2024,4,8,3.2
島根県,2024,4,9,0.9
島根県,2024,4,10,10.5
島根県,2024,5,1,0.0
島根県,2024,5,2,12.6
島根県,2024,5,3,13.1
島根県,2024,5,4,12.7
島根県,2024,5,5,8.7
島根県,2024,5,6,1.3
島根県,2024,5,7,1.1
島根県,2024,5,8,0.7
島根県,2024,5,9,11.4
島根県,2024,5,10,12.8
島根県,2024,6,1,8.0
島根県,2024,6,2,6.8
島根県,2024,6,3,1.7
島根県,2024,6,4,2.4
島根県,2024,6,5,10.9
島根県,2024,6,6,2.5
島根県,2024,6,7,11.0
島根県,2024,6,8,6.8
島根県,2024,6,9,0.0
島根県,2024,6,10,12.6
島根県,2024,7,1,3.1
島根県,2024,7,2,1.1
島根県,2024,7,3,12.4
島根県,2024,7,4,5.2
島根県,2024,7,5,10.4
島根県,2024,7,6,9.4
島根県,2024,7,7,11.9
島根県,2024,7,8,2.6
島根県,2024,7,9,0.0
島根県,2024,7,10,0.1
島根県,2024,8,1,12.9
島根県,2024,8,2,13.1
島根県,2024,8,3,12.0
島根県,2024,8,4,4.7
島根県,2024,8,5,9.8
島根県,2024,8,6,5.5
島根県,2024,8,7,9.7
島根県,2024,8,8,12.8
島根県,2024,8,9,7.7
島根県,2024,8,10,10.0
島根県,2024,9,1,11.1
島根県,2024,9,2,10.2
島根県,2024,9,3,5.0
島根県,2024,9,4,10.6
島根県,2024,9,5,11.9
島根県,2024,9,6,10.1
島根県,2024,9,7,11.9
島根県,2024,9,8,7.9
島根県,2024,9,9,11.6
島根県,2024,9,10,8.8
島根県,2024,10,1,10.4
島根県,2024,10,2,0.0
島根県,2024,10,3,0.0
島根県,2024,10,4,1.9
島根県,2024,10,5,8.7
島根県,2024,10,6,4.5
島根県,2024,10,7,0.0
島根県,2024,10,8,0.0
島根県,2024,10,9,4.3
島根県,2024,10,10,7.5
島根県,2024,11,1,0.0
島根県,2024,11,2,0.0
島根県,2024,11,3,9.7
島根県,2024,11,4,9.5
島根県,2024,11,5,1.5
島根県,2024,11,6,0.9
島根県,2024,11,7,3.2
島根県,2024,11,8,9.1
島根県,2024,11,9,9.3
島根県,2024,11,10,4.0
島根県,2024,12,1,0.6
島根県,2024,12,2,9.3
島根県,2024,12,3,2.0
島根県,2024,12,4,2.4
島根県,2024,12,5,1.4
島根県,2024,12,6,1.9
島根県,2024,12,7,5.2
島根県,2024,12,8,0.5
島根県,2024,12,9,0.9
島根県,2024,12,10,6.1
岡山県,2024,1,1,5.5
岡山県,2024,1,2,9.3
岡山県,2024,1,3,0.8
岡山県,2024,1,4,6.2
岡山県,2024,1,5,9.1
岡山県,2024,1,6,3.5
岡山県,2024,1,7,6.3
岡山県,2024,1,8,3.7
岡山県,2024,1,9,6.0
岡山県,2024,1,10,0.2
岡山県,2024,2,1,0.4
岡山県,2024,2,2,5.3
岡山県,2024,2,3,2.5
岡山県,2024,2,4,1.4
岡山県,2024,2,5,0.0
岡山県,2024,2,6,5.4
岡山県,2024,2,7,2.6
岡山県,2024,2,8,3.0
岡山県,2024,2,9,10.2
岡山県,2024,2,10,4.1
岡山県,2024,3,1,8.5
岡山県,2024,3,2,8.4
岡山県,2024,3,3,7.9
岡山県,2024,3,4,6.7
岡山県,2024,3,5,0.0
岡山県,2024,3,6,0.8
岡山県,2024,3,7,3.5
岡山県,2024,3,8,7.0
岡山県,2024,3,9,7.2
岡山県,2024,3,10,9.5
岡山県,2024,4,1,11.9
岡山県,2024,4,2,4.8
岡山県,2024,4,3,0.0
岡山県,2024,4,4,3.0
岡山県,2024,4,5,6.7
岡山県,2024,4,6,5.4
岡山県,2024,4,7,6.9
岡山県,2024,4,8,0.5
岡山県,2024,4,9,1.2
岡山県,2024,4,10,10.9
岡山県,2024,5,1,0.0
岡山県,2024,5,2,11.7
岡山県,2024,5,3,12.5
岡山県,2024,5,4,12.9
岡山県,2024,5,5,10.6
岡山県,2024,5,6,0.3
岡山県,2024,5,7,3.4
岡山県,2024,5,8,1.5
岡山県,2024,5,9,12.0
岡山県,2024,5,10,13.1
岡山県,2024,6,1,9.2
岡山県,2024,6,2,6.0
岡山県,2024,6,3,9.6
岡山県,2024,6,4,10.9
岡山県,2024,6,5,13.0
岡山県,2024,6,6,3.0
岡山県,2024,6,7,12.0
岡山県,2024,6,8,8.6
岡山県,2024,6,9,0.0
岡山県,2024,6,10,6.6
岡山県,2024,7,1,0.0
岡山県,2024,7,2,0.6
岡山県,2024,7,3,9.3
岡山県,2024,7,4,5.2
岡山県,2024,7,5,13.7
岡山県,2024,7,6,12.3
岡山県,2024,7,7,12.6
岡山県,2024,7,8,10.6
岡山県,2024,7,9,3.5
岡山県,2024,7,10,0.6
岡山県,2024,8,1,11.6
岡山県,2024,8,2,7.9
岡山県,2024,8,3,6.5
岡山県,2024,8,4,4.3
岡山県,2024,8,5,8.7
岡山県,2024,8,6,4.4
岡山県,2024,8,7,8.3
岡山県,2024,8,8,13.0
岡山県,2024,8,9,6.1
岡山県,2024,8,10,12.7
岡山県,2024,9,1,10.4
岡山県,2024,9,2,10.7
岡山県,2024,9,3,5.5
岡山県,2024,9,4,11.1
岡山県,2024,9,5,9.1
岡山県,2024,9,6,10.1
岡山県,2024,9,7,11.3
岡山県,2024,9,8,8.2
岡山県,2024,9,9,11.7
岡山県,2024,9,10,4.8
岡山県,2024,10,1,8.7
岡山県,2024,10,2,2.2
岡山県,2024,10,3,0.0
岡山県,2024,10,4,0.3
岡山県,2024,10,5,7.4
岡山県,2024,10,6,10.1
岡山県,2024,10,7,0.0
岡山県,2024,10,8,0.0
岡山県,2024,10,9,8.6
岡山県,2024,10,10,8.7
岡山県,2024,11,1,0.0
岡山県,2024,11,2,0.1
岡山県,2024,11,3,10.0
岡山県,2024,11,4,10.1
岡山県,2024,11,5,3.1
岡山県,2024,11,6,3.2
岡山県,2024,11,7,4.9
岡山県,2024,11,8,6.6
岡山県,2024,11,9,8.7
岡山県,2024,11,10,5.8
岡山県,2024,12,1,3.4
岡山県,2024,12,2,9.4
岡山県,2024,12,3,6.3
岡山県,2024,12,4,6.3
岡山県,2024,12,5,4.9
岡山県,2024,12,6,3.2
岡山県,2024,12,7,5.7
岡山県,2024,12,8,7.4
岡山県,2024,12,9,4.1
広島県,2024,1,1,5.5
広島県,2024,1,2,9.0
広島県,2024,1,3,1.0
広島県,2024,1,4,4.0
広島県,2024,1,5,8.8
広島県,2024,1,6,6.3
広島県,2024,1,7,4.5
広島県,2024,1,8,1.7
広島県,2024,1,9,3.7
広島県,2024,1,10,2.1
広島県,2024,2,1,0.2
広島県,2024,2,2,5.1
広島県,2024,2,3,1.5
広島県,2024,2,4,1.6
広島県,2024,2,5,0.0
広島県,2024,2,6,2.9
広島県,2024,2,7,4.3
広島県,2024,2,8,7.0
広島県,2024,2,9,9.5
広島県,2024,2,10,8.6
広島県,2024,3,1,8.3
広島県,2024,3,2,4.9
広島県,2024,3,3,5.4
広島県,2024,3,4,6.7
広島県,2024,3,5,0.0
広島県,2024,3,6,0.0
広島県,2024,3,7,7.3
広島県,2024,3,8,6.3
広島県,2024,3,9,5.1
広島県,2024,3,10,10.2
広島県,2024,4,1,11.7
広島県,2024,4,2,2.5
広島県,2024,4,3,0.0
広島県,2024,4,4,1.6
広島県,2024,4,5,5.5
広島県,2024,4,6,4.7
広島県,2024,4,7,5.1
広島県,2024,4,8,0.1
広島県,2024,4,9,2.2
広島県,2024,4,10,10.7
広島県,2024,5,1,0.0
広島県,2024,5,2,12.3
広島県,2024,5,3,12.5
広島県,2024,5,4,12.6
広島県,2024,5,5,6.8
広島県,2024,5,6,0.0
広島県,2024,5,7,2.4
広島県,2024,5,8,4.9
広島県,2024,5,9,12.8
広島県,2024,5,10,12.9
広島県,2024,6,1,10.7
広島県,2024,6,2,7.8
広島県,2024,6,3,8.3
広島県,2024,6,4,7.2
広島県,2024,6,5,12.4
広島県,2024,6,6,4.1
広島県,2024,6,7,12.1
広島県,2024,6,8,3.4
広島県,2024,6,9,0.0
広島県,2024,6,10,7.1
広島県,2024,7,1,0.0
広島県,2024,7,2,1.0
広島県,2024,7,3,7.0
広島県,2024,7,4,4.0
広島県,2024,7,5,10.3
広島県,2024,7,6,13.4
広島県,2024,7,7,10.9
広島県,2024,7,8,7.8
広島県,2024,7,9,3.8
広島県,2024,7,10,0.2
広島県,2024,8,1,12.9
広島県,2024,8,2,11.9
広島県,2024,8,3,12.8
