都道府県,年,月,日,日照時間_h
広島県,2024,8,4,7.0
広島県,2024,8,5,12.4
広島県,2024,8,6,8.1
広島県,2024,8,7,11.9
広島県,2024,8,8,11.9
広島県,2024,8,9,9.3
広島県,2024,8,10,11.8
広島県,2024,9,1,11.8
広島県,2024,9,2,9.3
広島県,2024,9,3,7.8
広島県,2024,9,4,11.1
広島県,2024,9,5,10.8
広島県,2024,9,6,10.7
広島県,2024,9,7,11.3
広島県,2024,9,8,11.4
広島県,2024,9,9,8.6
広島県,2024,9,10,6.1
広島県,2024,10,1,10.2
広島県,2024,10,2,0.0
広島県,2024,10,3,0.0
広島県,2024,10,4,3.4
広島県,2024,10,5,10.1
広島県,2024,10,6,2.1
広島県,2024,10,7,0.0
広島県,2024,10,8,0.0
広島県,2024,10,9,8.5
広島県,2024,10,10,9.9
広島県,2024,11,1,0.0
広島県,2024,11,2,2.7
広島県,2024,11,3,10.1
広島県,2024,11,4,7.4
広島県,2024,11,5,6.9
広島県,2024,11,6,7.9
広島県,2024,11,7,9.5
広島県,2024,11,8,7.2
広島県,2024,11,9,8.0
広島県,2024,11,10,3.3
広島県,2024,12,1,3.4
広島県,2024,12,2,8.5
広島県,2024,12,3,7.9
広島県,2024,12,4,1.9
広島県,2024,12,5,2.5
広島県,2024,12,6,3.2
広島県,2024,12,7,2.9
広島県,2024,12,8,6.1
広島県,2024,12,9,3.8
広島県,2024,12,10,7.9
山口県,2024,1,1,2.0
山口県,2024,1,2,8.8
山口県,2024,1,3,0.0
山口県,2024,1,4,7.9
山口県,2024,1,5,5.8
山口県,2024,1,6,2.9
山口県,2024,1,7,3.4
山口県,2024,1,8,5.2
山口県,2024,1,9,4.4
山口県,2024,1,10,2.4
山口県,2024,2,1,0.0
山口県,2024,2,2,5.3
山口県,2024,2,3,0.4
山口県,2024,2,4,0.1
山口県,2024,2,5,0.0
山口県,2024,2,6,3.4
山口県,2024,2,7,4.0
山口県,2024,2,8,4.3
山口県,2024,2,9,8.5
山口県,2024,2,10,5.6
山口県,2024,3,1,7.2
山口県,2024,3,2,7.2
山口県,2024,3,3,1.7
山口県,2024,3,4,5.0
山口県,2024,3,5,0.0
山口県,2024,3,6,3.6
山口県,2024,3,7,4.3
山口県,2024,3,8,6.2
山口県,2024,3,9,3.5
山口県,2024,3,10,4.8
山口県,2024,4,1,11.5
山口県,2024,4,2,1.4
山口県,2024,4,3,0.0
山口県,2024,4,4,2.0
山口県,2024,4,5,4.8
山口県,2024,4,6,5.0
山口県,2024,4,7,8.7
山口県,2024,4,8,0.0
山口県,2024,4,9,2.2
山口県,2024,4,10,12.0
山口県,2024,5,1,0.0
山口県,2024,5,2,11.9
山口県,2024,5,3,10.8
山口県,2024,5,4,11.9
山口県,2024,5,5,0.7
山口県,2024,5,6,0.0
山口県,2024,5,7,0.7
山口県,2024,5,8,5.7
山口県,2024,5,9,12.8
山口県,2024,5,10,12.8
山口県,2024,6,1,10.9
山口県,2024,6,2,8.9
山口県,2024,6,3,11.3
山口県,2024,6,4,12.0
山口県,2024,6,5,10.9
山口県,2024,6,6,5.3
山口県,2024,6,8,1.1
山口県,2024,6,9,0.1
山口県,2024,6,10,6.8
山口県,2024,7,1,0.0
山口県,2024,7,2,1.7
山口県,2024,7,3,6.8
山口県,2024,7,4,0.6
山口県,2024,7,5,5.5
山口県,2024,7,6,11.2
山口県,2024,7,7,7.1
山口県,2024,7,8,7.4
山口県,2024,7,9,4.4
山口県,2024,7,10,0.1
山口県,2024,8,1,9.9
山口県,2024,8,2,9.8
山口県,2024,8,3,7.6
山口県,2024,8,4,4.5
山口県,2024,8,5,8.5
山口県,2024,8,6,10.4
山口県,2024,8,7,12.3
山口県,2024,8,8,12.2
山口県,2024,8,9,8.8
山口県,2024,8,10,10.1
山口県,2024,9,1,11.7
山口県,2024,9,2,10.5
山口県,2024,9,3,6.8
山口県,2024,9,4,6.8
山口県,2024,9,5,11.3
山口県,2024,9,6,11.3
山口県,2024,9,7,9.8
山口県,2024,9,8,10.3
山口県,2024,9,9,10.8
山口県,2024,9,10,5.7
山口県,2024,10,1,10.2
山口県,2024,10,2,0.0
山口県,2024,10,3,0.0
山口県,2024,10,4,6.4
山口県,2024,10,5,7.0
山口県,2024,10,6,0.3
山口県,2024,10,7,0.0
山口県,2024,10,8,0.7
山口県,2024,10,9,9.1
山口県,2024,10,10,8.1
山口県,2024,11,1,0.0
山口県,2024,11,2,1.4
山口県,2024,11,3,9.8
山口県,2024,11,4,8.5
山口県,2024,11,5,5.9
山口県,2024,11,6,5.0
山口県,2024,11,7,6.2
山口県,2024,11,8,7.5
山口県,2024,11,9,7.3
山口県,2024,11,10,2.3
山口県,2024,12,1,6.1
山口県,2024,12,2,7.1
山口県,2024,12,3,7.6
山口県,2024,12,4,2.9
山口県,2024,12,5,2.4
山口県,2024,12,6,0.4
山口県,2024,12,7,5.4
山口県,2024,12,8,5.6
山口県,2024,12,9,1.5
山口県,2024,12,10,6.3
徳島県,2024,1,1,4.3
徳島県,2024,1,2,9.5
徳島県,2024,1,3,0.4
徳島県,2024,1,4,9.3
徳島県,2024,1,5,9.5
徳島県,2024,1,6,3.3
徳島県,2024,1,7,4.2
徳島県,2024,1,8,8.8
徳島県,2024,1,9,9.3
徳島県,2024,1,10,0.0
徳島県,2024,2,1,0.1
徳島県,2024,2,2,4.4
徳島県,2024,2,3,4.1
徳島県,2024,2,4,1.4
徳島県,2024,2,5,0.2
徳島県,2024,2,6,6.1
徳島県,2024,2,7,7.0
徳島県,2024,2,8,6.7
徳島県,2024,2,9,9.4
徳島県,2024,2,10,6.2
徳島県,2024,3,1,5.9
徳島県,2024,3,2,1.9
徳島県,2024,3,3,10.2
徳島県,2024,3,4,8.6
徳島県,2024,3,5,0.0
徳島県,2024,3,6,0.0
徳島県,2024,3,7,7.4
徳島県,2024,3,8,7.6
徳島県,2024,3,9,2.6
徳島県,2024,3,10,11.2
徳島県,2024,4,1,10.7
徳島県,2024,4,2,3.6
徳島県,2024,4,3,0.7
徳島県,2024,4,4,6.4
徳島県,2024,4,5,3.2
徳島県,2024,4,6,6.1
徳島県,2024,4,7,6.4
徳島県,2024,4,8,0.0
徳島県,2024,4,9,2.6
徳島県,2024,4,10,11.4
徳島県,2024,5,1,0.0
徳島県,2024,5,2,12.3
徳島県,2024,5,3,11.8
徳島県,2024,5,4,13.0
徳島県,2024,5,5,11.0
徳島県,2024,5,6,0.0
徳島県,2024,5,7,0.8
徳島県,2024,5,8,4.7
徳島県,2024,5,9,9.0
徳島県,2024,5,10,13.1
徳島県,2024,6,1,12.3
徳島県,2024,6,2,7.0
徳島県,2024,6,3,9.7
徳島県,2024,6,5,13.2
徳島県,2024,6,6,2.6
徳島県,2024,6,7,12.1
徳島県,2024,6,8,6.8
徳島県,2024,6,9,0.0
徳島県,2024,6,10,7.9
徳島県,2024,7,1,0.0
徳島県,2024,7,2,0.4
徳島県,2024,7,3,8.2
徳島県,2024,7,4,10.0
徳島県,2024,7,5,13.5
徳島県,2024,7,6,12.6
徳島県,2024,7,7,12.8
徳島県,2024,7,8,12.9
徳島県,2024,7,9,8.9
徳島県,2024,7,10,0.4
徳島県,2024,8,1,12.8
徳島県,2024,8,2,12.5
徳島県,2024,8,3,10.9
徳島県,2024,8,4,10.6
徳島県,2024,8,5,6.9
徳島県,2024,8,6,9.8
徳島県,2024,8,7,8.0
徳島県,2024,8,8,13.1
徳島県,2024,8,9,10.9
徳島県,2024,8,10,12.4
徳島県,2024,9,1,6.5
徳島県,2024,9,2,9.1
徳島県,2024,9,3,3.7
徳島県,2024,9,4,12.1
徳島県,2024,9,5,11.5
徳島県,2024,9,6,10.1
徳島県,2024,9,7,11.8
徳島県,2024,9,8,11.7
徳島県,2024,9,9,11.7
徳島県,2024,9,10,5.8
徳島県,2024,10,1,10.2
徳島県,2024,10,2,6.9
徳島県,2024,10,3,0.0
徳島県,2024,10,4,0.0
徳島県,2024,10,5,4.7
徳島県,2024,10,6,10.0
徳島県,2024,10,7,1.7
徳島県,2024,10,8,0.0
徳島県,2024,10,9,4.4
徳島県,2024,10,10,8.6
徳島県,2024,11,1,0.0
徳島県,2024,11,2,0.0
徳島県,2024,11,3,9.1
徳島県,2024,11,4,8.1
徳島県,2024,11,5,2.9
徳島県,2024,11,6,4.9
徳島県,2024,11,7,0.6
徳島県,2024,11,8,7.2
徳島県,2024,11,9,8.4
徳島県,2024,11,10,5.4
徳島県,2024,12,1,6.0
徳島県,2024,12,2,9.4
徳島県,2024,12,3,6.6
徳島県,2024,12,4,9.0
徳島県,2024,12,5,1.8
徳島県,2024,12,6,4.4
徳島県,2024,12,7,3.4
徳島県,2024,12,8,5.4
徳島県,2024,12,9,8.1
徳島県,2024,12,10,6.7
香川県,2024,1,1,6.6
香川県,2024,1,2,9.4
香川県,2024,1,3,0.5
香川県,2024,1,4,7.6
香川県,2024,1,5,9.3
香川県,2024,1,6,3.0
香川県,2024,1,7,4.3
香川県,2024,1,8,5.7
香川県,2024,1,9,8.9
香川県,2024,1,10,0.0
香川県,2024,2,1,0.2
香川県,2024,2,2,4.0
香川県,2024,2,3,1.2
香川県,2024,2,4,2.3
香川県,2024,2,5,0.0
香川県,2024,2,6,4.9
香川県,2024,2,7,6.2
香川県,2024,2,8,4.5
香川県,2024,2,9,10.3
香川県,2024,2,10,2.0
香川県,2024,3,1,6.2
香川県,2024,3,2,5.4
香川県,2024,3,3,9.2
香川県,2024,3,4,8.5
香川県,2024,3,5,0.0
香川県,2024,3,6,0.0
香川県,2024,3,7,7.2
香川県,2024,3,8,7.7
香川県,2024,3,9,5.0
香川県,2024,3,10,11.0
香川県,2024,4,1,10.3
香川県,2024,4,2,3.8
香川県,2024,4,3,0.0
香川県,2024,4,4,5.9
香川県,2024,4,5,5.8
香川県,2024,4,6,5.1
香川県,2024,4,7,3.1
香川県,2024,4,8,1.0
香川県,2024,4,9,1.3
香川県,2024,4,10,10.7
香川県,2024,5,1,0.0
香川県,2024,5,2,10.7
香川県,2024,5,3,12.5
香川県,2024,5,4,12.2
香川県,2024,5,5,10.2
香川県,2024,5,6,0.4
香川県,2024,5,7,3.1
香川県,2024,5,8,0.0
香川県,2024,5,9,11.0
香川県,2024,5,10,12.9
香川県,2024,6,1,10.8
香川県,2024,6,2,7.1
香川県,2024,6,3,10.4
香川県,2024,6,4,9.3
香川県,2024,6,6,0.7
香川県,2024,6,7,11.0
香川県,2024,6,8,6.7
香川県,2024,6,9,0.0
香川県,2024,6,10,8.2
香川県,2024,7,1,0.0
香川県,2024,7,2,0.3
香川県,2024,7,3,9.4
香川県,2024,7,4,10.0
香川県,2024,7,5,13.4
香川県,2024,7,6,12.7
香川県,2024,7,7,13.5
香川県,2024,7,8,11.8
香川県,2024,7,9,3.6
香川県,2024,7,10,1.4
香川県,2024,8,1,11.5
香川県,2024,8,2,12.2
香川県,2024,8,3,12.0
香川県,2024,8,4,9.6
香川県,2024,8,5,6.2
香川県,2024,8,6,8.5
香川県,2024,8,7,8.3
香川県,2024,8,8,12.9
香川県,2024,8,9,9.6
香川県,2024,8,10,12.2
香川県,2024,9,1,10.0
香川県,2024,9,2,8.4
香川県,2024,9,3,4.1
香川県,2024,9,4,11.9
香川県,2024,9,5,9.5
香川県,2024,9,6,10.9
香川県,2024,9,7,11.8
香川県,2024,9,8,11.7
香川県,2024,9,9,10.4
香川県,2024,9,10,3.7
香川県,2024,10,1,8.7
香川県,2024,10,2,4.0
香川県,2024,10,3,0.0
香川県,2024,10,4,0.0
香川県,2024,10,5,2.9
香川県,2024,10,6,8.9
香川県,2024,10,7,0.7
香川県,2024,10,8,0.0
香川県,2024,10,9,8.3
香川県,2024,10,10,10.1
香川県,2024,11,1,0.2
香川県,2024,11,2,0.0
香川県,2024,11,3,8.7
香川県,2024,11,4,9.3
香川県,2024,11,5,2.9
香川県,2024,11,6,6.2
香川県,2024,11,7,4.0
香川県,2024,11,8,7.2
香川県,2024,11,9,8.3
香川県,2024,11,10,4.4
香川県,2024,12,1,7.7
香川県,2024,12,2,9.0
香川県,2024,12,3,8.2
香川県,2024,12,4,4.6
香川県,2024,12,5,4.7
香川県,2024,12,6,1.5
香川県,2024,12,7,6.0
香川県,2024,12,8,4.7
香川県,2024,12,9,7.0
香川県,2024,12,10,4.5
愛媛県,2024,1,1,8.6
愛媛県,2024,1,2,7.1
愛媛県,2024,1,3,0.0
愛媛県,2024,1,4,5.2
愛媛県,2024,1,5,8.5
愛媛県,2024,1,6,0.5
愛媛県,2024,1,7,0.8
愛媛県,2024,1,8,8.7
愛媛県,2024,1,9,8.8
愛媛県,2024,1,10,3.1
愛媛県,2024,2,1,0.0
愛媛県,2024,2,2,1.7
愛媛県,2024,2,3,0.1
愛媛県,2024,2,4,0.0
愛媛県,2024,2,5,0.0
愛媛県,2024,2,6,7.5
愛媛県,2024,2,7,2.4
愛媛県,2024,2,8,7.8
愛媛県,2024,2,9,9.7
愛媛県,2024,2,10,5.4
愛媛県,2024,3,1,4.9
愛媛県,2024,3,2,1.8
愛媛県,2024,3,3,9.2
愛媛県,2024,3,4,7.8
愛媛県,2024,3,5,0.0
愛媛県,2024,3,6,0.1
愛媛県,2024,3,7,10.3
愛媛県,2024,3,8,7.9
愛媛県,2024,3,9,2.7
愛媛県,2024,3,10,10.9
愛媛県,2024,4,1,9.9
愛媛県,2024,4,2,2.9
愛媛県,2024,4,3,0.0
愛媛県,2024,4,4,2.9
愛媛県,2024,4,5,0.0
愛媛県,2024,4,6,0.7
愛媛県,2024,4,7,1.0
愛媛県,2024,4,8,0.0
愛媛県,2024,4,9,7.8
愛媛県,2024,4,10,11.4
愛媛県,2024,5,1,0.0
愛媛県,2024,5,2,10.1
愛媛県,2024,5,3,10.3
愛媛県,2024,5,4,12.0
愛媛県,2024,5,5,5.8
愛媛県,2024,5,6,0.0
愛媛県,2024,5,7,2.6
愛媛県,2024,5,8,4.5
愛媛県,2024,5,9,12.9
愛媛県,2024,5,10,12.7
愛媛県,2024,6,1,10.9
愛媛県,2024,6,2,8.4
愛媛県,2024,6,3,11.0
愛媛県,2024,6,4,10.0
愛媛県,2024,6,5,11.6
愛媛県,2024,6,6,0.3
愛媛県,2024,6,7,12.3
愛媛県,2024,6,8,0.0
愛媛県,2024,6,9,0.0
愛媛県,2024,6,10,7.5
愛媛県,2024,7,1,0.0
愛媛県,2024,7,2,3.5
愛媛県,2024,7,3,12.6
愛媛県,2024,7,4,9.4
愛媛県,2024,7,5,12.9
愛媛県,2024,7,6,13.0
愛媛県,2024,7,7,13.0
愛媛県,2024,7,8,12.7
愛媛県,2024,7,9,6.1
愛媛県,2024,7,10,1.4
愛媛県,2024,8,1,12.6
愛媛県,2024,8,2,12.0
愛媛県,2024,8,3,12.1
愛媛県,2024,8,4,9.1
愛媛県,2024,8,5,11.7
愛媛県,2024,8,6,11.3
愛媛県,2024,8,7,12.5
愛媛県,2024,8,8,12.8
愛媛県,2024,8,9,10.9
愛媛県,2024,8,10,12.7
愛媛県,2024,9,1,11.6
愛媛県,2024,9,2,11.5
愛媛県,2024,9,3,8.4
愛媛県,2024,9,4,11.1
愛媛県,2024,9,5,11.7
愛媛県,2024,9,6,11.6
愛媛県,2024,9,7,11.7
愛媛県,2024,9,8,10.6
愛媛県,2024,9,9,11.7
愛媛県,2024,9,10,1.7
愛媛県,2024,10,1,10.7
愛媛県,2024,10,2,2.5
愛媛県,2024,10,3,0.0
愛媛県,2024,10,4,0.0
愛媛県,2024,10,5,0.2
愛媛県,2024,10,6,3.9
愛媛県,2024,10,7,0.8
愛媛県,2024,10,8,1.2
愛媛県,2024,10,9,9.1
愛媛県,2024,10,10,10.5
愛媛県,2024,11,1,0.0
愛媛県,2024,11,2,0.3
愛媛県,2024,11,3,9.6
愛媛県,2024,11,4,7.5
愛媛県,2024,11,5,5.0
愛媛県,2024,11,6,5.2
愛媛県,2024,11,7,9.2
愛媛県,2024,11,8,9.2
愛媛県,2024,11,9,7.3
愛媛県,2024,11,10,3.9
愛媛県,2024,12,1,8.8
愛媛県,2024,12,2,8.5
愛媛県,2024,12,3,8.4
愛媛県,2024,12,4,5.0
愛媛県,2024,12,5,0.6
愛媛県,2024,12,6,3.1
愛媛県,2024,12,7,0.7
愛媛県,2024,12,8,3.8
愛媛県,2024,12,9,2.3
愛媛県,2024,12,10,3.6
高知県,2024,1,1,6.7
高知県,2024,1,2,6.0
高知県,2024,1,3,0.0
高知県,2024,1,4,9.7
高知県,2024,1,5,9.5
高知県,2024,1,6,6.5
高知県,2024,1,7,8.8
高知県,2024,1,8,9.1
高知県,2024,1,9,8.2
高知県,2024,1,10,1.4
高知県,2024,2,1,0.1
高知県,2024,2,2,1.2
高知県,2024,2,3,1.7
高知県,2024,2,4,0.0
高知県,2024,2,5,0.8
高知県,2024,2,6,6.4
高知県,2024,2,7,7.7
高知県,2024,2,8,3.7
高知県,2024,2,9,8.6
高知県,2024,2,10,10.2
高知県,2024,3,1,6.8
高知県,2024,3,2,8.0
高知県,2024,3,3,11.0
高知県,2024,3,4,9.4
高知県,2024,3,5,0.0
高知県,2024,3,6,0.0
高知県,2024,3,7,9.6
高知県,2024,3,8,8.7
高知県,2024,3,9,10.9
高知県,2024,3,10,11.2
高知県,2024,4,1,11.2
高知県,2024,4,2,3.9
高知県,2024,4,3,0.0
高知県,2024,4,4,1.5
高知県,2024,4,5,0.4
高知県,2024,4,6,2.4
高知県,2024,4,7,2.2
高知県,2024,4,8,0.5
高知県,2024,4,9,5.6
高知県,2024,4,10,11.6
高知県,2024,5,1,0.0
高知県,2024,5,2,11.3
高知県,2024,5,3,8.5
高知県,2024,5,4,12.8
高知県,2024,5,5,7.7
高知県,2024,5,6,0.0
高知県,2024,5,7,0.6
高知県,2024,5,8,8.9
高知県,2024,5,9,12.8
高知県,2024,5,10,13.1
高知県,2024,6,1,12.6
高知県,2024,6,2,4.7
高知県,2024,6,3,6.6
高知県,2024,6,4,12.7
高知県,2024,6,5,12.4
高知県,2024,6,6,0.6
高知県,2024,6,7,12.2
高知県,2024,6,8,1.7
高知県,2024,6,9,0.0
高知県,2024,6,10,5.9
高知県,2024,7,1,0.0
高知県,2024,7,2,1.8
高知県,2024,7,3,1.9
高知県,2024,7,4,12.4
高知県,2024,7,5,11.5
高知県,2024,7,6,13.5
高知県,2024,7,7,9.9
高知県,2024,7,8,11.2
高知県,2024,7,9,5.1
高知県,2024,7,10,0.9
高知県,2024,8,1,13.0
高知県,2024,8,2,12.4
高知県,2024,8,3,9.8
高知県,2024,8,4,12.2
高知県,2024,8,5,11.1
高知県,2024,8,6,9.6
高知県,2024,8,7,11.2
高知県,2024,8,8,12.1
高知県,2024,8,9,11.8
高知県,2024,8,10,10.7
高知県,2024,9,1,10.5
高知県,2024,9,2,10.6
高知県,2024,9,3,3.2
高知県,2024,9,4,11.0
高知県,2024,9,5,11.5
高知県,2024,9,6,11.8
高知県,2024,9,7,12.0
高知県,2024,9,8,11.9
高知県,2024,9,9,10.0
高知県,2024,9,10,2.4
高知県,2024,10,1,11.4
高知県,2024,10,2,8.1
高知県,2024,10,3,0.1
高知県,2024,10,4,0.0
高知県,2024,10,5,3.2
高知県,2024,10,6,7.4
高知県,2024,10,7,8.3
高知県,2024,10,8,0.6
高知県,2024,10,9,7.8
高知県,2024,10,10,10.8
高知県,2024,11,1,0.0
高知県,2024,11,2,0.5
高知県,2024,11,3,10.4
高知県,2024,11,4,10.0
高知県,2024,11,5,4.7
高知県,2024,11,6,9.3
高知県,2024,11,7,7.5
高知県,2024,11,8,9.7
高知県,2024,11,9,7.6
高知県,2024,11,10,4.8
高知県,2024,12,1,9.6
高知県,2024,12,2,8.3
高知県,2024,12,3,8.9
高知県,2024,12,4,7.4
高知県,2024,12,5,6.9
高知県,2024,12,6,3.6
高知県,2024,12,7,6.0
高知県,2024,12,8,7.6
高知県,2024,12,9,7.0
高知県,2024,12,10,9.5
福岡県,2024,1,1,1.5
福岡県,2024,1,2,6.0
福岡県,2024,1,3,0.2
福岡県,2024,1,4,7.7
福岡県,2024,1,5,4.1
福岡県,2024,1,6,4.0
福岡県,2024,1,7,3.5
福岡県,2024,1,8,6.7
福岡県,2024,1,9,4.3
福岡県,2024,1,10,1.5
福岡県,2024,2,1,0.0
福岡県,2024,2,2,5.3
福岡県,2024,2,3,0.0
福岡県,2024,2,4,2.9
福岡県,2024,2,5,0.0
福岡県,2024,2,6,3.7
福岡県,2024,2,7,0.1
福岡県,2024,2,8,6.9
福岡県,2024,2,9,4.5
福岡県,2024,2,10,6.6
福岡県,2024,3,2,8.6
福岡県,2024,3,3,1.2
福岡県,2024,3,4,5.4
福岡県,2024,3,5,0.0
福岡県,2024,3,6,1.2
福岡県,2024,3,7,2.3
福岡県,2024,3,8,8.4
福岡県,2024,3,9,5.0
福岡県,2024,3,10,10.8
福岡県,2024,4,1,10.3
福岡県,2024,4,2,0.5
福岡県,2024,4,3,0.0
福岡県,2024,4,4,0.0
福岡県,2024,4,5,4.5
福岡県,2024,4,6,3.4
福岡県,2024,4,7,7.4
福岡県,2024,4,8,0.0
福岡県,2024,4,9,3.2
福岡県,2024,4,10,11.8
福岡県,2024,5,1,0.0
福岡県,2024,5,2,9.4
福岡県,2024,5,3,11.9
福岡県,2024,5,4,11.1
福岡県,2024,5,5,0.7
福岡県,2024,5,6,1.1
福岡県,2024,5,7,6.5
福岡県,2024,5,8,0.4
福岡県,2024,5,9,13.0
福岡県,2024,5,10,12.8
福岡県,2024,6,1,11.7
福岡県,2024,6,2,6.5
福岡県,2024,6,3,12.3
福岡県,2024,6,4,12.8
福岡県,2024,6,5,10.7
福岡県,2024,6,6,4.5
福岡県,2024,6,7,8.8
福岡県,2024,6,8,0.6
福岡県,2024,6,9,0.5
福岡県,2024,6,10,7.1
福岡県,2024,7,1,0.1
福岡県,2024,7,2,4.7
福岡県,2024,7,3,9.2
福岡県,2024,7,4,4.2
福岡県,2024,7,5,8.3
福岡県,2024,7,6,13.2
福岡県,2024,7,7,10.5
福岡県,2024,7,8,7.7
福岡県,2024,7,9,5.8
福岡県,2024,7,10,1.0
福岡県,2024,8,1,9.6
福岡県,2024,8,2,11.8
福岡県,2024,8,3,11.4
福岡県,2024,8,4,12.2
福岡県,2024,8,5,10.1
福岡県,2024,8,6,12.4
福岡県,2024,8,7,12.1
福岡県,2024,8,8,12.2
福岡県,2024,8,9,11.1
福岡県,2024,8,10,12.4
福岡県,2024,9,1,12.2
福岡県,2024,9,2,11.3
福岡県,2024,9,3,10.5
福岡県,2024,9,4,10.9
福岡県,2024,9,5,11.4
福岡県,2024,9,6,11.1
福岡県,2024,9,7,10.8
福岡県,2024,9,8,11.4
福岡県,2024,9,9,11.7
福岡県,2024,9,10,5.5
福岡県,2024,10,1,9.5
福岡県,2024,10,2,0.0
福岡県,2024,10,3,0.1
福岡県,2024,10,4,5.5
福岡県,2024,10,5,1.2
福岡県,2024,10,6,2.3
福岡県,2024,10,7,0.0
福岡県,2024,10,8,0.0
福岡県,2024,10,9,8.6
福岡県,2024,10,10,10.3
福岡県,2024,11,1,0.0
福岡県,2024,11,2,0.0
福岡県,2024,11,3,9.7
福岡県,2024,11,4,5.4
福岡県,2024,11,5,7.3
福岡県,2024,11,6,5.9
福岡県,2024,11,7,8.1
福岡県,2024,11,8,8.7
福岡県,2024,11,9,4.9
福岡県,2024,11,10,0.0
福岡県,2024,12,1,6.1
福岡県,2024,12,2,5.5
福岡県,2024,12,3,8.8
福岡県,2024,12,4,3.4
福岡県,2024,12,5,3.0
福岡県,2024,12,6,3.2
福岡県,2024,12,7,4.6
福岡県,2024,12,8,6.1
福岡県,2024,12,9,1.9
福岡県,2024,12,10,4.6
佐賀県,2024,1,1,1.8
佐賀県,2024,1,2,8.0
佐賀県,2024,1,3,0.0
佐賀県,2024,1,4,9.2
佐賀県,2024,1,5,2.2
佐賀県,2024,1,6,4.8
佐賀県,2024,1,7,3.7
佐賀県,2024,1,8,8.6
佐賀県,2024,1,9,5.9
佐賀県,2024,1,10,1.5
佐賀県,2024,2,1,0.0
佐賀県,2024,2,2,3.1
佐賀県,2024,2,3,0.0
佐賀県,2024,2,4,3.9
佐賀県,2024,2,5,0.2
佐賀県,2024,2,6,2.5
佐賀県,2024,2,7,2.5
佐賀県,2024,2,8,8.5
佐賀県,2024,2,9,6.5
佐賀県,2024,2,10,7.9
佐賀県,2024,3,1,8.9
佐賀県,2024,3,2,8.9
佐賀県,2024,3,3,4.5
佐賀県,2024,3,4,5.1
佐賀県,2024,3,5,0.0
佐賀県,2024,3,6,1.5
佐賀県,2024,3,7,4.3
佐賀県,2024,3,8,9.7
佐賀県,2024,3,9,9.0
佐賀県,2024,3,10,11.1
佐賀県,2024,4,1,11.8
佐賀県,2024,4,2,0.0
佐賀県,2024,4,3,0.0
佐賀県,2024,4,4,1.6
佐賀県,2024,4,5,3.4
佐賀県,2024,4,6,1.5
佐賀県,2024,4,7,3.0
佐賀県,2024,4,8,0.0
佐賀県,2024,4,9,5.1
